,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring,instructor
8,Data Visualization in Excel: All Excel Charts and Graphs,https://www.udemy.com/course/data-visualization-in-excel-for-business-professionals/?couponCode=HOLI2020,4.26087,38,English,"4,5 total Stunden",Business,Daten & Analyse,,2 days 00:00:00.000000000,{'Start-Tech Academy'}
55,"Decision Trees, Random Forests, AdaBoost & XGBoost in R",https://www.udemy.com/course/machine-learning-advanced-decision-trees-in-r/?couponCode=HOLIHAI,4.2,20,English,6 total Stunden,Business,Daten & Analyse,,2 days 00:00:00.000000000,{'Start-Tech Academy'}
63,Excel Analytics: Linear Regression Analysis in MS Excel,https://www.udemy.com/course/predictive-regression-modelling-in-microsoft-excel/?couponCode=HOLI2020,4.61765,74,English,"2,5 total Stunden",Business,Daten & Analyse,,2 days 00:00:00.000000000,{'Start-Tech Academy'}
127,Microsoft Power BI: Latest 2020 Beginner to Expert Modules,https://www.udemy.com/course/microsoft-power-bi-latest-2020-beginner-to-expert-modules/?couponCode=PO4W6E1R3,3.88462,14,English,"3,5 total Stunden",Business,Daten & Analyse,,1 days 00:00:00.000000000,{'Henry Harvin Education'}
99,Fiverr: How To Start Freelancing Career With Fiverr,https://www.udemy.com/course/fiverr-start-freelancing-become-a-top-rated-fiverr-seller-on-fiverr/?couponCode=856A2F9825775AC89B4C,4.11364,164,English,1 total Stunde,Business,Unternehmensgründung,,1 days 16:00:00.000000000,{'Liaqat Eagle'}
17,Adobe Dimension CC: Create Awesome 3D Models,https://www.udemy.com/course/adobe-dimension/?couponCode=EA21ECABF6A761D8FE9B,3.85,58,English,1 total Stunde,Design,3D & Animation,,1 days 23:00:00.000000000,{'Joseph adam'}
117,Learn Illustrator CC: Create Simple Flat Vector Characters,https://www.udemy.com/course/simple-flat-vector-characters/?couponCode=741B6B77DF3B76230B15,4.43878,290,English,1 total Stunde,Design,Grafikdesign,,0 days 00:00:00.000000000,{'Jonathan Lam'}
103,Adobe Premiere Pro: Ultimate Beginner Course,https://www.udemy.com/course/premiere-pro-with-brad-newton/?couponCode=MAR2020_FREE,4.4,657,English,"5,5 total Stunden",Fotografie,Videodesign,,0 days 19:00:00.000000000,{'Brad Newton'}
13,Home Workout | Fitness | Posture: The 21 Day Transformation,https://www.udemy.com/course/home-workout-fitness-posture-the-21-day-transformation/?couponCode=C6BD8D466DAC32F586F7,3.8,16,English,"5,5 total Stunden",Gesundheit & Fitness,Fitness,,1 days 10:00:00.000000000,"{'Kevin Kockot, M.A.'}"
21,Complete Amazon AWS Certified Solution Architect Course,https://www.udemy.com/course/complete-amazon-aws-certified-solution-architect-course/?couponCode=DISCUDEMY.COM,3.7,24,English,38 Min. gesamt,IT & Software,IT-Zertifizierung,,1 days 17:00:00.000000000,{'Masud Rana'}
3,Complete Cyber Security Course: Beginner to Advanced,https://www.udemy.com/course/complete-cyber-security-course-beginner-to-advanced-u/?couponCode=JUI-0-CYBER,3.0625,206,English,3 total Stunden,IT & Software,Netzwerk & Sicherheit,,1 days 00:00:00.000000000,{'Mohammad Mostafizur Rahaman'}
2,Excel VLOOKUP for beginners,https://www.udemy.com/course/excel-vlookup-for-beginners/?couponCode=VLOOKUP_MAR_1,3.97619,42,English,1 total Stunde,IT & Software,Sonstiges,,0 days 18:00:00.000000000,{'Ajay Tech'}
73,Affiliate Marketing Master Class Step By Step Guide 2020,https://www.udemy.com/course/modern-affiliate-marketing-earn-money-in-2018-complete-guide/?couponCode=304D884D069F2DF6F281,4.375,104,English,1 total Stunde,Marketing,Affiliate-Marketing,,1 days 16:00:00.000000000,{'Liaqat Eagle'}
79,ClickBank Affiliate Marketing Secrets Home Business Success,https://www.udemy.com/course/clickbank-affiliate-marketing-secrets-home-business-success/?couponCode=9ED3BFFD23BDF384B9B6,3.96,80,English,1 total Stunde,Marketing,Affiliate-Marketing,,1 days 16:00:00.000000000,{'Liaqat Eagle'}
109,Artificial Intelligence In Digital Marketing,https://www.udemy.com/course/artificial-intelligence-in-digital-marketing-skills/?couponCode=1E15D828B684900527DB,3.86957,62,English,1 total Stunde,Marketing,Digitales Marketing,,1 days 16:00:00.000000000,{'Liaqat Eagle'}
130,Affiliate Marketing and Organic SEO in 2020 - The Fast Track,https://www.udemy.com/course/affiliate-marketing-and-organic-seo/?couponCode=AMOS2020MARFREE,4.28409,90,English,5 total Stunden,Marketing,Digitales Marketing,,1 days 01:00:00.000000000,"{'Online Marketing Classroom', 'Tim Godfrey'}"
1,Facebook Messenger Bot Marketing Masterclass 2020,https://www.udemy.com/course/facebook-messenger-bot-marketing-masterclass-2019/?couponCode=BE26C9324C1A1069F8E7,4.1,36,English,1 total Stunde,Marketing,Social-Media-Marketing,,1 days 16:00:00.000000000,{'Liaqat Eagle'}
30,How to Start a Podcast - Podcasting Made Easy,https://www.udemy.com/course/powerpodcasters/?couponCode=MARCH7HTSPODCAST,4.36,613,English,11 total Stunden,Marketing,Social-Media-Marketing,,0 days 15:00:00.000000000,"{'Scott Paton', 'Scott Alex'}"
101,Facebook Ads 101. Complete Facebook Ads & Marketing Course,https://www.udemy.com/course/facebook-ads-101-complete-facebook-ads-marketing-course/?couponCode=B681FE2193DA6220F482,4.0,175,English,1 total Stunde,Marketing,Social-Media-Marketing,,1 days 16:00:00.000000000,{'Liaqat Eagle'}
124,Fire Up Your Website’s Traffic: A Beginner's Guide On SEO,https://www.udemy.com/course/fire-up-your-website-traffic/?couponCode=E761E0AF627D19EDC6E7,3.64815,55,English,36 Min. gesamt,Marketing,Suchmaschinenoptimierung,,2 days 17:00:00.000000000,{'Sana Uqaili'}
10,The Ultimate Youtube Traffic Hack - Unlimited Free Traffic,https://www.udemy.com/course/youtube-traffic/?couponCode=MARCH7YTTRAFFICHACK,3.7,51,English,1 total Stunde,Marketing,Video- & Mobile-Marketing,,0 days 15:00:00.000000000,"{'Scott Paton', 'Christian Gasper', 'Scott Alex'}"
104,Modern Vlogging Guide - Make Money From Vlogging,https://www.udemy.com/course/modern-vlogging-guide-make-money-from-vlogging/?couponCode=F425970CCF1D50A4A92F,4.125,24,English,1 total Stunde,Marketing,Video- & Mobile-Marketing,,1 days 16:00:00.000000000,{'Liaqat Eagle'}
86,Complete Excel Course: Go from beginner to advanced,https://www.udemy.com/course/complete-excel-course-go-from-beginne-to-advanced/?couponCode=EXCEL-MASTERY,3.38235,207,English,41 Min. gesamt,Office-Produktivität,Microsoft,,1 days 17:00:00.000000000,"{'Md Emrul Hasan', 'Open School'}"
108,Unstoppable Self Confidence - Your Key to Success!,https://www.udemy.com/course/unstoppable-self-confidence-success/?couponCode=MARCH8SELFCONFIDENCE,4.35,53,English,1 total Stunde,Persönliche Entwicklung,Motivation,,1 days 14:00:00.000000000,"{'Scott Paton', 'Rachel Smets', 'Scott Alex'}"
52,A Beginner's Guide to Overcoming Shyness,https://www.udemy.com/course/a-beginners-guide-to-overcoming-shyness/?couponCode=MARCH20,3.76923,13,English,31 Min. gesamt,Persönliche Entwicklung,Persönliche Veränderung,,0 days 10:00:00.000000000,{'Code Of Mind School'}
24,Neural Networks (ANN) in R studio using Keras & TensorFlow,https://www.udemy.com/course/neural-network-understanding-and-building-an-ann-in-r/?couponCode=HOLI2020,3.78261,29,English,8 total Stunden,Programmierung,Data Science,,2 days 00:00:00.000000000,{'Start-Tech Academy'}
