,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring,instructor
102,"Intro to Investment Banking, M&A, IPO, Modeling + Free Book",https://www.udemy.com/course/investment-banking-mergers-ipo-financial-model-business-mba-pro-forma/?couponCode=06713E59189AA44873BA,4.23333,274,English,22 total Stunden,Business,Finanzen,,0 days 12:00:00.000000000,"{'Complete Business Education with Chris Haroun', 'Chris Haroun'}"
115,The Complete Cryptocurrency Course: More than 5 Courses in 1,https://www.udemy.com/course/the-complete-cryptocurrency-course-more-than-5-courses-in-1/?couponCode=5FF3B48B5945265FE97F,4.56061,1583,English,24 total Stunden,Business,Finanzen,,0 days 11:00:00.000000000,"{'Complete Business Education with Chris Haroun', 'Chris Haroun'}"
125,Hedge and Mutual Fund Careers: The Complete Guide,https://www.udemy.com/course/hedge-fund-mutual-fund-careers-the-complete-guide-how-to-pick-stocks/?couponCode=931034DECC4870DC58AE,4.57143,1001,English,"8,5 total Stunden",Business,Finanzen,,0 days 12:00:00.000000000,"{'Complete Business Education with Chris Haroun', 'Chris Haroun'}"
166,"Real Estate Investing: Foreclosures, Flipping Houses Profits",https://www.udemy.com/course/real-estate-investing-foreclosures/?couponCode=MARCH20REALESTATE,3.85417,87,English,2 total Stunden,Business,Immobilien,,0 days 15:00:00.000000000,"{'Jay Conner', 'Scott Paton', 'Scott Alex'}"
64,Media Training: Have More Confidence on Camera,https://www.udemy.com/course/camera-confidence-media-training/?couponCode=STAYHOME,4.05,180,English,2 total Stunden,Business,Kommunikation,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Christian Hartnett', 'Video School Online Inc'}"
95,Communication Skills at Workplace,https://www.udemy.com/course/communication-skills-at-workplace/?couponCode=MAR2020,4.05446,119,English,1 total Stunde,Business,Kommunikation,,0 days 04:00:00.000000000,{'Talent Zoom'}
148,The Complete Presentation and Public Speaking/Speech Course,https://www.udemy.com/course/the-complete-presentation-and-public-speaking-speech-course/?couponCode=DFCA6DCE1791069A3812,4.38427,7121,English,16 total Stunden,Business,Kommunikation,,0 days 11:00:00.000000000,"{'Complete Business Education with Chris Haroun', 'Chris Haroun'}"
8,How to Motivate Employees (So That Productivity Increases)!,https://www.udemy.com/course/how-to-motivate-employees-so-that-productivity-increases/?couponCode=D7697FFCDFE5EAA627A2,4.40654,524,English,"2,5 total Stunden",Business,Management,,0 days 12:00:00.000000000,"{'Complete Business Education with Chris Haroun', 'Chris Haroun'}"
20,How to Manage by Delegating (So You Can Achieve Your Goals)!,https://www.udemy.com/course/how-to-manage-by-delegating-so-you-can-achieve-your-goals/?couponCode=67FBF671944A0B31F836,4.44444,303,English,1 total Stunde,Business,Management,,0 days 12:00:00.000000000,"{'Complete Business Education with Chris Haroun', 'Chris Haroun'}"
86,Get into the Top Business Schools + MBA Admissions Tips,https://www.udemy.com/course/get-into-the-top-business-schools-mba-admissions-secrets/?couponCode=F23139A6F0498E451296,4.36667,326,English,33 Min. gesamt,Business,Management,,0 days 12:00:00.000000000,"{'Complete Business Education with Chris Haroun', 'Chris Haroun'}"
96,Work From Home: The Amazon FBA MasterPlan,https://www.udemy.com/course/online-business-selling-simple-products-amazon/?couponCode=WFHTAFMMARFREE,4.48649,2154,English,4 total Stunden,Business,Selbstständigkeit,,0 days 05:00:00.000000000,"{'Tim Godfrey', 'Online Marketing Classroom'}"
33,The Complete Business Plan Course (Includes 50 Templates),https://www.udemy.com/course/the-complete-business-plan-course/?couponCode=98D580CB2755925719D1,4.53165,2022,English,9 total Stunden,Business,Unternehmensgründung,,0 days 12:00:00.000000000,{'Chris Haroun'}
58,Digital Marketing Automation: Save Time and Get More Done,https://www.udemy.com/course/social-media-marketing-automation-course/?couponCode=STAYHOME,4.08333,114,English,3 total Stunden,Business,Unternehmensgründung,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Software Architect.ca', 'Scott Duffy  • 200,000+ Students', 'Video School Online Inc'}"
71,Business Bootcamp: 7 Weeks to Start Your Own Business,https://www.udemy.com/course/business-bootcamp/?couponCode=STAYHOME,4.3,328,English,"6,5 total Stunden",Business,Unternehmensgründung,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Video School Online Inc'}"
129,Fundraising Advice from a Successful Venture Capitalist,https://www.udemy.com/course/fundraising-advice-from-a-successful-venture-capitalist/?couponCode=B6A693A9964CB77B0F59,4.425,239,English,"3,5 total Stunden",Business,Unternehmensgründung,,0 days 12:00:00.000000000,"{'Complete Business Education with Chris Haroun', 'Chris Haroun'}"
142,Intro to Accounting the Easy Way! Free Book Included!,https://www.udemy.com/course/business-school-basic-introduction-to-accounting-the-easy-way-mba/?couponCode=DD5DE54D0C73AD874022,4.52,96,English,"12,5 total Stunden",Business,Unternehmensgründung,,0 days 12:00:00.000000000,"{'Complete Business Education with Chris Haroun', 'Chris Haroun'}"
154,An Entire MBA in 1 Course:Award Winning Business School Prof,https://www.udemy.com/course/an-entire-mba-in-1-courseaward-winning-business-school-prof/?couponCode=B9E29787A419A28DCB31,4.46998,32081,English,"56,5 total Stunden",Business,Unternehmensgründung,,0 days 11:00:00.000000000,"{'Complete Business Education with Chris Haroun', 'Chris Haroun'}"
162,101 Crucial Lessons They Don't Teach You In Business School,https://www.udemy.com/course/101-crucial-lessons-they-dont-teach-you-in-business-mba-school/?couponCode=54A1ABF3C1024C793BC2,4.46173,1326,English,"4,5 total Stunden",Business,Unternehmensgründung,,0 days 11:00:00.000000000,"{'Complete Business Education with Chris Haroun', 'Chris Haroun'}"
9,Intro to Business Law for Entrepreneurs (+Free Book!),https://www.udemy.com/course/introduction-to-business-law-for-entrepreneurs-mba-business-school/?couponCode=B79EDFBAD97B5BDB7FDB,4.65789,184,English,18 total Stunden,Business,Wirtschaftsrecht,,0 days 12:00:00.000000000,"{'Complete Business Education with Chris Haroun', 'Chris Haroun'}"
41,Learn Cinema 4D: Low Poly Tree,https://www.udemy.com/course/low-poly-art-create-an-abstract-tree/?couponCode=69B027485FF51CB8CF01,4.2,69,English,1 total Stunde,Design,3D & Animation,,2 days 00:00:00.000000000,{'Jonathan Lam'}
93,Kinetic Typography in After Effects: Motion Graphics Course,https://www.udemy.com/course/kinetic-typography-crash-course/?couponCode=STAYHOME,4.54545,952,English,"1,5 total Stunden",Design,3D & Animation,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Video School Online Inc'}"
146,Blender 3D Model a Medieval Catapult Full simulation Guide,https://www.udemy.com/course/blender-28-model-texture-animate-simulate-complete-guide/?couponCode=3DTUDORCATAFREE,4.24074,29,English,13 total Stunden,Design,3D & Animation,,2 days 09:00:00.000000000,{'Neil Bettison'}
38,After Effects CC Motion Graphics: Master After Effects Today,https://www.udemy.com/course/after-effects-cc/?couponCode=STAYHOME,4.56267,4058,English,26 total Stunden,Design,Designtools,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Video School Online Inc'}"
56,Adobe InDesign CC: Your Complete Guide to InDesign,https://www.udemy.com/course/adobe-indesign-course/?couponCode=STAYHOME,4.64706,928,English,6 total Stunden,Design,Designtools,,1 days 07:00:00.000000000,"{'Kurt Anderson', 'Phil Ebiner', 'Video School Online Inc'}"
90,Adobe Photoshop CC: Your Complete Beginner to Advanced Class,https://www.udemy.com/course/adobe-photoshop-course/?couponCode=STAYHOME,4.62931,3658,English,15 total Stunden,Design,Designtools,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Video School Online Inc'}"
105,Photoshop CC 2020 MasterClass: Be a Creative Professional,https://www.udemy.com/course/photoshop-cc-masterclass-be-a-creative-professional/?couponCode=USETHISTIME,4.18571,442,English,"12,5 total Stunden",Design,Designtools,,1 days 01:00:00.000000000,{'Khalil Ibrahim'}
135,Five Fast Masking Tips in Photoshop CC,https://www.udemy.com/course/masking-photoshop/?couponCode=MARCH21FIVE,3.8,24,English,41 Min. gesamt,Design,Designtools,,1 days 16:00:00.000000000,"{'Scott Paton', 'Scott Alex', 'Nathan Segal'}"
2,Adobe Illustrator CC - Design Your Own Awesome Avatar,https://www.udemy.com/course/adobe-illustrator-for-beginners-design-an-awesome-avatar/?couponCode=FREE03,4.36364,11,English,2 total Stunden,Design,Grafikdesign,,0 days 08:00:00.000000000,{'Andy Clarke'}
51,Photo Editing With Free Software,https://www.udemy.com/course/photo-editing-with-free-software/?couponCode=46C0814AD7B1B19A2CD3,3.63158,32,English,3 total Stunden,Design,Grafikdesign,,0 days 05:00:00.000000000,{'Phillip Dillow'}
158,The Ultimate Photoshop & Graphic Design Course ! 2020,https://www.udemy.com/course/the-ultimate-photoshop-graphic-design-course-2019/?couponCode=4CD5E51C00100E879312,3.94118,53,English,"2,5 total Stunden",Design,Grafikdesign,,2 days 05:00:00.000000000,{'Houssem Nmiri'}
133,WordPress for Beginners: Create Your Own WordPress Website,https://www.udemy.com/course/the-complete-wordpress-for-beginners-course/?couponCode=STAYHOME,4.40909,2110,English,8 total Stunden,Design,Webdesign,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Video School Online Inc'}"
28,Food Photography: Capturing Food in Your Kitchen,https://www.udemy.com/course/food-photography/?couponCode=STAYHOME,4.42623,1168,English,1 total Stunde,Fotografie,Digitale Fotografie,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'William Carnahan', 'Video School Online Inc'}"
83,Canon DSLR Photography: Getting Started with Your DSLR,https://www.udemy.com/course/canon-dslr-photography-course/?couponCode=STAYHOME,4.59494,214,English,"3,5 total Stunden",Fotografie,Digitale Fotografie,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Video School Online Inc'}"
122,Night Photography: You Can Shoot Stunning Night Photos,https://www.udemy.com/course/night-photography/?couponCode=STAYHOME,4.5,1050,English,2 total Stunden,Fotografie,Digitale Fotografie,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'William Carnahan', 'Sam Shimizu-Jones', 'Video School Online Inc'}"
167,Street Photography for Beginners,https://www.udemy.com/course/photography-with-anthony-carbajal/?couponCode=STAYHOME,4.62857,377,English,2 total Stunden,Fotografie,Digitale Fotografie,,1 days 07:00:00.000000000,"{'Anthony Carbajal', 'Phil Ebiner', 'Video School Online Inc'}"
13,Photography for Kids: Project-Based Beginner Photography,https://www.udemy.com/course/photography-for-kids-online-course/?couponCode=STAYHOME,4.0625,682,English,"2,5 total Stunden",Fotografie,Fotografiegrundlagen,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Anthony Ebiner', 'Video School Online Inc'}"
62,Mastering Adobe Lightroom: Complete Photo/Image Editing,https://www.udemy.com/course/mastering-adobe-lightroom/?couponCode=FREELIGHTROOM,4.4,52,English,1 total Stunde,Fotografie,Fotografietools,,1 days 23:00:00.000000000,{'Creative Online School'}
130,Adobe Lightroom CC Photo Editing: Your Lightroom Masterclass,https://www.udemy.com/course/adobe-lightroom-classic-cc-photo-editing-course/?couponCode=STAYHOME,4.47927,1139,English,"16,5 total Stunden",Fotografie,Fotografietools,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Video School Online Inc'}"
69,Wedding Photography: Complete Guide to Wedding Photography,https://www.udemy.com/course/wedding-photography-course/?couponCode=STAYHOME,4.65441,1202,English,5 total Stunden,Fotografie,Gewerbliche Fotografie,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'William Carnahan', 'Video School Online Inc'}"
160,Start Your Photography Business - The Complete Course,https://www.udemy.com/course/photography-business-course/?couponCode=STAYHOME,4.45283,157,English,5 total Stunden,Fotografie,Gewerbliche Fotografie,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'William Carnahan', 'Video School Online Inc'}"
81,Portrait Photography for Beginners,https://www.udemy.com/course/portrait-photography-course/?couponCode=STAYHOME,4.42857,310,English,"3,5 total Stunden",Fotografie,Porträts,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'William Carnahan', 'Video School Online Inc'}"
10,Travel Photography: Take Beautiful Photos on Your Adventures,https://www.udemy.com/course/travel-photography-course/?couponCode=STAYHOME,4.07143,60,English,"4,5 total Stunden",Fotografie,Sonstiges,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Sam Shimizu-Jones', 'Video School Online Inc'}"
141,Landscape Photography: You Can Take Your Own Stunning Photos,https://www.udemy.com/course/landscape-photography-course/?couponCode=STAYHOME,4.46154,272,English,"3,5 total Stunden",Fotografie,Sonstiges,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'William Carnahan', 'Sam Shimizu-Jones', 'Video School Online Inc'}"
30,Premiere Pro CC for Beginners: Video Editing in Premiere,https://www.udemy.com/course/adobe-premiere-pro-video-editing/?couponCode=STAYHOME,4.56108,13750,English,12 total Stunden,Fotografie,Videodesign,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Video School Online Inc'}"
47,The Complete Video Production Bootcamp,https://www.udemy.com/course/video-production-bootcamp/?couponCode=STAYHOME,4.44393,4954,English,9 total Stunden,Fotografie,Videodesign,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'William Carnahan', 'Sam Shimizu-Jones', 'Video School Online Inc'}"
65,Cinematography Course: Shoot Better Video with Any Camera,https://www.udemy.com/course/online-cinematography-course-filmmaking-video-production-lighting/?couponCode=STAYHOME,4.28931,2133,English,3 total Stunden,Fotografie,Videodesign,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'William Carnahan', 'Video School Online Inc'}"
121,Wedding Videography: Complete Guide to Wedding Videography,https://www.udemy.com/course/weddings/?couponCode=STAYHOME,4.25,214,English,"5,5 total Stunden",Fotografie,Videodesign,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Video School Online Inc'}"
137,Adobe Premiere Pro: Ultimate Beginner Course,https://www.udemy.com/course/premiere-pro-with-brad-newton/?couponCode=GIVING_IT_AWAY2020,4.3645,689,English,"5,5 total Stunden",Fotografie,Videodesign,,1 days 19:00:00.000000000,{'Brad Newton'}
173,Start Your Filmmaking Career: A Video Production Course,https://www.udemy.com/course/start-a-filmmaking-career/?couponCode=STAYHOME,4.4,260,English,3 total Stunden,Fotografie,Videodesign,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Julian Melanson', 'Video School Online Inc'}"
29,Health Coaching: Permanent Weight Loss,https://www.udemy.com/course/the-permanent-weight-loss-guide/?couponCode=987C8F0141A0A184C131,4.63636,11,English,"1,5 total Stunden",Gesundheit & Fitness,Allgemeine Gesundheit,,0 days 06:00:00.000000000,{'Gam Sassoon'}
119,Meditation for Beginners: Boost Your Productivity in 5 Days,https://www.udemy.com/course/meditation-for-entrepreneurs/?couponCode=STAYHOME,4.45,28,English,1 total Stunde,Gesundheit & Fitness,Meditation,,1 days 07:00:00.000000000,{'Phil Ebiner'}
91,Digital Nomad Travel: Moving to Colombia Long Term,https://www.udemy.com/course/digital-nomad-travel-colombia/?couponCode=MARCH22NOMAD,3.75,27,English,1 total Stunde,Lifestyle,Reisen,,2 days 15:00:00.000000000,"{'Greggo Amos', 'Scott Paton', 'Scott Alex'}"
159,PlayerUnknown's Battlegrounds (PUBG) For Beginner Gamers,https://www.udemy.com/course/playerunknowns-battlegrounds-pubg/?couponCode=MARCH20PUBG,3.6,43,English,"3,5 total Stunden",Lifestyle,Spiele,,0 days 15:00:00.000000000,"{'Tanner ""WhiteLiqu0r"" Evans', 'Scott Alex'}"
66,YouTube Masterclass - Your Complete Guide to YouTube,https://www.udemy.com/course/youtube-masterclass/?couponCode=STAYHOME,4.35369,5384,English,"5,5 total Stunden",Marketing,Branding,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Michael Moyer', 'Video School Online Inc'}"
111,SPEAKING MASTERY - How to Master the Art of Public Speaking,https://www.udemy.com/course/speaking-mastery/?couponCode=MARCH22SPEAKING,4.32143,40,English,2 total Stunden,Marketing,Branding,,2 days 15:00:00.000000000,"{'Scott Paton', 'Scott Alex', 'Ricky Shetty'}"
68,Content Marketing: Grow Your Business with Content Marketing,https://www.udemy.com/course/content-marketing-for-beginners/?couponCode=STAYHOME,4.68182,88,English,"5,5 total Stunden",Marketing,Content-Marketing,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Video School Online Inc'}"
12,YouTube Marketing: Grow Your Business with YouTube,https://www.udemy.com/course/youtube-marketing-course/?couponCode=STAYHOME,4.5,241,English,5 total Stunden,Marketing,Digitales Marketing,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Video School Online Inc'}"
45,Home Business: CPA Marketing From Scratch,https://www.udemy.com/course/home-business-cpa-marketing-from-scratch/?couponCode=65SUPERPROMO02,4.08333,292,English,"2,5 total Stunden",Marketing,Digitales Marketing,,1 days 07:00:00.000000000,"{'Sandor Kiss', 'Vincent Lu'}"
107,The Podcast Masterclass: The Complete Guide to Podcasting,https://www.udemy.com/course/podcasting-masterclass/?couponCode=STAYHOME,4.49658,829,English,"5,5 total Stunden",Marketing,Digitales Marketing,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Ravinder Deol', 'Video School Online Inc'}"
70,"How To Get Your First 10,000 Facebook Fans In 2018",https://www.udemy.com/course/how-to-get-your-first-10000-facebook-fans-in-2016/?couponCode=65SUPERPROMO02,4.2,214,English,34 Min. gesamt,Marketing,Social-Media-Marketing,,1 days 07:00:00.000000000,"{'Sandor Kiss', 'Simon Mader', 'Patrick Dermak'}"
128,SEO Masterclass: Rank Your Website Higher with Better SEO,https://www.udemy.com/course/google-seo-course/?couponCode=STAYHOME,4.65,68,English,"4,5 total Stunden",Marketing,Suchmaschinenoptimierung,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Video School Online Inc', 'Ryan Breitkreutz'}"
31,Fast Video Ranking No Matter Your Niche With XRanker360 SEO,https://www.udemy.com/course/fast-video-ranking-seo/?couponCode=MARCH21FAST,3.2,42,English,"1,5 total Stunden",Marketing,Video- & Mobile-Marketing,,1 days 15:00:00.000000000,"{'Han Fan', 'Scott Paton', 'Scott Alex'}"
57,"PODCAST MASTERY: How to Make, Market, and Monetize Podcasts",https://www.udemy.com/course/podcast-mastery/?couponCode=MARCH22PODCAST,4.15,10,English,2 total Stunden,Marketing,Video- & Mobile-Marketing,,2 days 15:00:00.000000000,"{'Scott Paton', 'Scott Alex', 'Ricky Shetty'}"
120,Adobe Audition CC: The Beginner's Guide to Adobe Audition,https://www.udemy.com/course/adobe-audition/?couponCode=STAYHOME,4.32258,278,English,"2,5 total Stunden",Musik,Musiksoftware,,1 days 07:00:00.000000000,"{'Nader Nadernejad', 'Video School Online Inc'}"
157,Songwriting magic and craft,https://www.udemy.com/course/songwriting-magic/?couponCode=8040560F78CDCE035A99,4.55,10,English,"6,5 total Stunden",Musik,Musiktechniken,,0 days 11:00:00.000000000,{'Jim Byrne'}
6,Complete Audio Production Course: Record & Mix Better Audio,https://www.udemy.com/course/audio-production-course/?couponCode=STAYHOME,4.42188,123,English,4 total Stunden,Musik,Produktion,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Digital Music Masters', 'Tomas George', 'Video School Online Inc'}"
42,Complete Excel Course: Go from beginner to advanced,https://www.udemy.com/course/complete-excel-course-go-from-beginne-to-advanced/?couponCode=DISCUDEMY.COM,3.44624,228,English,41 Min. gesamt,Office-Produktivität,Microsoft,,0 days 22:00:00.000000000,"{'Md Emrul Hasan', 'Open School'}"
23,50 Career & Self Development Tips: Welcome to the New You!,https://www.udemy.com/course/50-career-self-development-tips-welcome-to-the-new-you-mba-business/?couponCode=6E3F6BC2FB1021591F1F,4.45122,291,English,"1,5 total Stunden",Persönliche Entwicklung,Karriereentwicklung,,0 days 12:00:00.000000000,"{'Complete Business Education with Chris Haroun', 'Chris Haroun'}"
40,Interview Better than Anyone: by An Award Winning MBA Prof.,https://www.udemy.com/course/interview-better-than-anyone-by-an-award-winning-mba-prof/?couponCode=DE04C8CC6A8F810BF5BE,4.57895,356,English,"5,5 total Stunden",Persönliche Entwicklung,Karriereentwicklung,,0 days 12:00:00.000000000,"{'Complete Business Education with Chris Haroun', 'Chris Haroun'}"
59,"The Complete Job, Interview, Resume/LinkedIn & Network Guide",https://www.udemy.com/course/thecompletejobinterviewresumenetworknewcareerguide/?couponCode=E7F6519D44C835B0825E,4.33065,3589,English,12 total Stunden,Persönliche Entwicklung,Karriereentwicklung,,0 days 11:00:00.000000000,"{'Complete Business Education with Chris Haroun', 'Chris Haroun'}"
89,Mastering Interview Skills in 1 Hour with Fortune 500 Exec,https://www.udemy.com/course/mastering-interview-skills-in-1-hour/?couponCode=B0292A16C2C255DDA11A,4.44545,322,English,1 total Stunde,Persönliche Entwicklung,Karriereentwicklung,,0 days 22:00:00.000000000,"{'Wing Lee', 'Gary Lo', 'Hashcademy Learning Platform'}"
108,Build the Best Resume+Linkedin Profile:by Award Winning Prof,https://www.udemy.com/course/build-the-best-resume-linkedin-profile-by-mba-award-winning-prof/?couponCode=7DC9205CAACC8BAFF584,4.41667,234,English,"3,5 total Stunden",Persönliche Entwicklung,Karriereentwicklung,,0 days 12:00:00.000000000,"{'Complete Business Education with Chris Haroun', 'Chris Haroun'}"
0,Immediately Engage Any Audience,https://www.udemy.com/course/public-speaking-wow-your-audience/?couponCode=EEE5C3961743B245350A,3.9,11,English,1 total Stunde,Persönliche Entwicklung,Persönliche Veränderung,,2 days 14:00:00.000000000,{'Antwon Martin'}
131,Healing Your Root Chakra,https://www.udemy.com/course/healing-your-root-chakra/?couponCode=MARCH20CHAKRA,3.75,37,English,"1,5 total Stunden",Persönliche Entwicklung,Persönliche Veränderung,,0 days 15:00:00.000000000,"{'Scott Paton', 'Scott Alex', 'Joan Kaylor'}"
36,30 Day Challenge to a More Productive and Much Happier You!,https://www.udemy.com/course/30-day-challenge-to-a-more-productive-and-much-happier-you/?couponCode=C6438BDF319C76506835,4.34343,1399,English,"3,5 total Stunden",Persönliche Entwicklung,Produktivität,,0 days 11:00:00.000000000,"{'Complete Business Education with Chris Haroun', 'Chris Haroun'}"
25,Java Programming: Complete Beginner to Advanced,https://www.udemy.com/course/java-programming-complete-beginner-to-advanced/?couponCode=859F4A0960169A3,4.45,1220,English,"1,5 total Stunden",Programmierung,Programmiersprachen,,2 days 09:00:00.000000000,{'CodeIn Academy'}
101,C++ Working with Files - fstream I/O library,https://www.udemy.com/course/c-operating-on-files/?couponCode=B92897E1CCC1846F4E1A,3.5,161,English,3 total Stunden,Programmierung,Programmiersprachen,,1 days 03:00:00.000000000,{'Arkadiusz Włodarczyk'}
123,Simple and Advanced Topics of Animating 2D Characters,https://www.udemy.com/course/learn-how-to-make-animated-2d-characters-in-unity3d/?couponCode=65SUPERPROMO02,4.3,52,English,"3,5 total Stunden",Programmierung,Spieleentwicklung,,1 days 07:00:00.000000000,"{'Sandor Kiss', 'Vladimir Limarchenko'}"
104,Learn Bootstrap - For Beginners,https://www.udemy.com/course/learn-bootstrap-for-beginners/?couponCode=2BEB42600FFDF99B978E,4.22727,116,English,3 total Stunden,Programmierung,Webentwicklung,,2 days 03:00:00.000000000,{'YouAccel Training'}
106,Learn JavaScript - For Beginners,https://www.udemy.com/course/learn-javascript-for-beginners-v/?couponCode=9C930E84CC5D6010839F,3.9878,154,English,"1,5 total Stunden",Programmierung,Webentwicklung,,2 days 03:00:00.000000000,{'YouAccel Training'}
116,PHP AJAX Bootcamp,https://www.udemy.com/course/php-ajax-bootcamp/?couponCode=026325C91EDCD8124624,3.77273,23,English,12 total Stunden,Programmierung,Webentwicklung,,1 days 07:00:00.000000000,{'Shakil Khan'}
152,The Most Comprehensive Web Development Course,https://www.udemy.com/course/comprehensive-web-developer-course/?couponCode=FR_FRNDS,4.3,157,English,43 total Stunden,Programmierung,Webentwicklung,,1 days 13:00:00.000000000,{'Supriyo Kundu'}
163,NestJS Zero to Hero - Modern TypeScript Back-end Development,https://www.udemy.com/course/nestjs-zero-to-hero/?couponCode=STAY_HOME_AND_LEARN,4.6747,1415,English,"6,5 total Stunden",Programmierung,Webentwicklung,,1 days 03:00:00.000000000,{'Ariel Weinberger'}
168,Learn jQuery - For Beginners,https://www.udemy.com/course/learn-jquery-for-beginners/?couponCode=1C2C7C1FA2049BAF0993,4.41667,95,English,"1,5 total Stunden",Programmierung,Webentwicklung,,2 days 03:00:00.000000000,{'YouAccel Training'}
110,Udemy Masters: Learn Online Course Creation - Unofficial,https://www.udemy.com/course/online-course-masters/?couponCode=STAYHOME,4.65116,1961,English,6 total Stunden,Wissenschaft & Lehre,Online-Unterricht,,1 days 07:00:00.000000000,"{'Phil Ebiner', 'Video School Online Inc'}"
22,Creador de Licencias para Software en C#,https://www.udemy.com/course/creador-de-licencias-para-software-en-c/?couponCode=CEFDA0D7B8D7612EB6FE,4.74,34,Español,1 total Stunde,IT & Software,Netzwerk & Sicherheit,,2 days 11:00:00.000000000,{'Codigo 369'}
