,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring
164,Machine Learning Masterclass A-Z: Beginner to Advance,https://www.udemy.com/course/machine-learning-masterclass-a-z-beginner-to-advance/?couponCode=ML_LEARN_FREE,3.25641,136,English,3 total Stunden,Business,Daten & Analyse,,0 days 23:00:00.000000000
1,Stock Option Day Trading with Chart Pattern Trading Tools,https://www.udemy.com/course/trading-stock-options-ii-simplified-strategies-for-success/?couponCode=MARCH5STOCKOPTION,4.58333,244,English,"10,5 total Stunden",Business,Finanzen,,1 days 07:00:00.000000000
160,Chart Pattern Trading via Day Trade Stock Options Intro,https://www.udemy.com/course/how-to-trade-stock-options-level-1-start-day-trading/?couponCode=MARCH5CHARTPATTERN,4.7,429,English,3 total Stunden,Business,Finanzen,,1 days 07:00:00.000000000
0,Hotel Management Course - Hotel Management for Career Start,https://www.udemy.com/course/hotel-management-for-beginners/?couponCode=0DDF0514C4C6F6FA27F8,4.5,34,English,1 total Stunde,Business,Industrie,,1 days 19:00:00.000000000
57,Learn Basic Animate,https://www.udemy.com/course/learn-basic-animate/?couponCode=TRY109FREE2,3.2,12,English,1 total Stunde,Design,Designtools,,2 days 19:00:00.000000000
148,Learn Photoshop Layer Styles,https://www.udemy.com/course/learn-photoshop-layer-styles/?couponCode=TRY109FREE2,3.55,10,English,33 Min. gesamt,Design,Designtools,,2 days 19:00:00.000000000
165,Learn Photo Editing with Photoshop 2020,https://www.udemy.com/course/learn-photo-editing-with-photoshop-2020/?couponCode=TRY109FREE2,3.87931,29,English,"2,5 total Stunden",Design,Designtools,,2 days 20:00:00.000000000
11,Learn Print Design with Photoshop 2020,https://www.udemy.com/course/learn-print-design-with-photoshop-2020/?couponCode=TRY109FREE2,3.13333,15,English,32 Min. gesamt,Design,Grafikdesign,,2 days 20:00:00.000000000
41,Learn Video Design with Photoshop 2020,https://www.udemy.com/course/learn-video-design-with-photoshop-2020/?couponCode=TRY109FREE2,3.32143,28,English,33 Min. gesamt,Design,Grafikdesign,,2 days 20:00:00.000000000
48,Learn Illustrator CC: Create Simple Flat Vector Characters,https://www.udemy.com/course/simple-flat-vector-characters/?couponCode=741B6B77DF3B76230B15,4.36225,281,English,1 total Stunde,Design,Grafikdesign,,2 days 18:00:00.000000000
103,Learn Graphic Design with Photoshop 2020,https://www.udemy.com/course/learn-graphic-design-with-photoshop-2020/?couponCode=TRY109FREE2,3.36719,64,English,1 total Stunde,Design,Grafikdesign,,2 days 20:00:00.000000000
44,Killer ways to create and promote YouTube videos in 2020,https://www.udemy.com/course/killer-ways-to-create-and-promote-youtube-videos/?couponCode=121E22EEC2852FD8D0B7,3.3,43,English,38 Min. gesamt,Design,Sonstiges,,0 days 09:00:00.000000000
96,Create lightning fast videos with InVideo in 2020,https://www.udemy.com/course/create-lightning-fast-videos-with-invideo-ai-video-making/?couponCode=269FCED522268748A1E7,3.53846,76,English,1 total Stunde,Design,Sonstiges,,0 days 09:00:00.000000000
114,Learn App Design with Photoshop 2020,https://www.udemy.com/course/learn-app-design-with-photoshop-2020/?couponCode=TRY109FREE2,3.11364,22,English,37 Min. gesamt,Design,Webdesign,,2 days 20:00:00.000000000
117,Learn Web Design with Photoshop 2020,https://www.udemy.com/course/learn-web-design-with-photoshop-2020/?couponCode=TRY109FREE2,3.55556,45,English,1 total Stunde,Design,Webdesign,,2 days 20:00:00.000000000
183,Learn Mobile Design with Photoshop 2020,https://www.udemy.com/course/learn-mobile-design-with-photoshop-2020/?couponCode=TRY109FREE2,3.6875,16,English,39 Min. gesamt,Design,Webdesign,,2 days 20:00:00.000000000
223,How to Make Passive Income With Bitcoin Lending,https://www.udemy.com/course/how-to-make-passive-income-with-bitcoin-lending/?couponCode=MARCHFW2020,3.78788,33,English,1 total Stunde,Finanzen & Rechnungswesen,Investition & Trading,,0 days 00:00:00.000000000
141,iPhone Photography - Take Better Pictures With Your iPhone,https://www.udemy.com/course/iphonephotographycourse/?couponCode=MARCHFREE,3.95455,108,English,"1,5 total Stunden",Fotografie,Fotografiegrundlagen,,1 days 14:00:00.000000000
216,Complete Photography Course for Beginners : 9 Courses in 1,https://www.udemy.com/course/complete-photography-course/?couponCode=FREEPHOTOGRAPHY20,3.95455,252,English,2 total Stunden,Fotografie,Fotografiegrundlagen,,1 days 12:00:00.000000000
78,Adobe Lightroom Masterclass - Beginner to Expert,https://www.udemy.com/course/adobe-lightroom-masterclass-beginner-to-expert/?couponCode=9F08643A7B9E9E41640D,4.27734,288,English,8 total Stunden,Fotografie,Fotografietools,,0 days 09:00:00.000000000
54,Video Editing with Adobe Premiere Pro CC 2020 for Beginners,https://www.udemy.com/course/video-editing-with-adobe-premiere-pro-cc-for-beginners/?couponCode=MARFREE,3.95455,66,English,1 total Stunde,Fotografie,Videodesign,,1 days 17:00:00.000000000
119,Cinematic Color Grading With Premiere Pro 2020 For Beginners,https://www.udemy.com/course/cinematic-color-grading-with-premiere-pro-2020-for-beginners/?couponCode=FREECOURSE2020,3.38095,21,English,2 total Stunden,Fotografie,Videodesign,,0 days 12:00:00.000000000
18,Nutrition & Natural Medicine To Reduce High Blood Pressure!,https://www.udemy.com/course/how-to-reduce-high-blood-pressure-with-natural-medicine/?couponCode=98D54F91FB7844BE7698,3.95,11,English,"2,5 total Stunden",Gesundheit & Fitness,Allgemeine Gesundheit,,0 days 22:00:00.000000000
204,EFT Weight Loss Emotional Eating Issues - No Diet,https://www.udemy.com/course/eft-weight-loss-emotional-eating/?couponCode=44B9ADF57155A0A3BD9D,4.01724,88,English,2 total Stunden,Gesundheit & Fitness,Allgemeine Gesundheit,,0 days 08:00:00.000000000
40,Inflammation - The Hidden Source of Disease and Chronic Pain,https://www.udemy.com/course/pain-relief/?couponCode=MARCH6INFLAMMATION,3.55,60,English,1 total Stunde,Gesundheit & Fitness,Ernährung,,2 days 10:00:00.000000000
166,EFT Emotional Freedom Technique: Hair Pulling & Skin Picking,https://www.udemy.com/course/eft-emotional-freedom-techniques-for-hair-pulling-skin-picking/?couponCode=MARCH6EFTECHNIQUE,3.75,49,English,2 total Stunden,Gesundheit & Fitness,Mentale Gesundheit,,2 days 10:00:00.000000000
192,How to Analyze Football (Soccer) - Basics,https://www.udemy.com/course/how-to-analyze-football-soccer-basics/?couponCode=170134B9DA2940A67680,4.6,30,English,1 total Stunde,Gesundheit & Fitness,Sport,,2 days 08:00:00.000000000
9,Linux Command Line Basics,https://www.udemy.com/course/linux-command-line-volume1/?couponCode=2020LINUX,4.47007,10614,English,5 total Stunden,IT & Software,Betriebssysteme,,1 days 05:00:00.000000000
33,Certified Ethical Hacker (CEH) Practice Exams,https://www.udemy.com/course/certified-ethical-hacker-ceh-practice-exams/?couponCode=CEH2020MAR,4.00649,518,English,110 Fragen,IT & Software,IT-Zertifizierung,,1 days 09:00:00.000000000
158,Complete AWS Certified Solutions Architect -Associate Course,https://www.udemy.com/course/complete-aws-certified-solutions-architect-associate-course/?couponCode=DISCUDEMY.COM,3.7,22,English,40 Min. gesamt,IT & Software,IT-Zertifizierung,,1 days 00:00:00.000000000
157,The Complete Ethical Hacking Course: Beginner to Advance!,https://www.udemy.com/course/the-complete-ethical-hacking-course-beginner-to-advance/?couponCode=EHACK-C,3.15909,63,English,3 total Stunden,IT & Software,Netzwerk & Sicherheit,,0 days 23:00:00.000000000
174,Viral Marketing MasterClass 2020: Epic Tricks to Go Viral,https://www.udemy.com/course/viral-marketing-masterclass-2019-epic-tricks-to-go-viral/?couponCode=777B93F6495F5EA2504E,3.45,85,English,1 total Stunde,Marketing,Digitales Marketing,,0 days 09:00:00.000000000
155,Powerful Proofreading Tools For Aspiring Writers,https://www.udemy.com/course/powerful-proofreading-tools-for-aspiring-writers/?couponCode=248A049A58D1169047FB,3.21739,23,English,36 Min. gesamt,Marketing,Sonstiges,,2 days 13:00:00.000000000
162,Make Money Writing: Your Ultimate Guide to Earn as a Writer,https://www.udemy.com/course/make-money-writing-your-ultimate-guide-to-earn-as-a-writer/?couponCode=101A56EE3A6B2D8D91D0,3.64286,16,English,1 total Stunde,Marketing,Sonstiges,,1 days 10:00:00.000000000
22,8D Audio Conversion: Convert Any Music Track To 8D,https://www.udemy.com/course/8d-audio-conversion-convert-any-music-track-to-8d/?couponCode=9110F0D0759F4E614EAC,3.25962,52,English,40 Min. gesamt,Musik,Musiksoftware,,2 days 13:00:00.000000000
45,8D Audio Conversion: Convert Any Music Track To 8D,https://www.udemy.com/course/8d-audio-conversion-convert-any-music-track-to-8d/?couponCode=FE72D73A25ABC1E4E941,3.25962,52,English,40 Min. gesamt,Musik,Musiksoftware,,0 days 09:00:00.000000000
71,Learn Google Drive From Beginner to Advanced,https://www.udemy.com/course/learn-google-drive-from-beginner-to-advanced/?couponCode=TRY109FREE2,3.86429,191,English,1 total Stunde,Office-Produktivität,Google,,2 days 20:00:00.000000000
74,Learn Google Forms,https://www.udemy.com/course/learn-google-forms/?couponCode=TRY109FREE2,3.95082,61,English,1 total Stunde,Office-Produktivität,Google,,2 days 20:00:00.000000000
175,Learn Gmail,https://www.udemy.com/course/gmail-productivity/?couponCode=TRY109FREE2,4.03977,122,English,1 total Stunde,Office-Produktivität,Google,,2 days 19:00:00.000000000
75,EXCEL at Work - Complete MS Excel Mastery Beginner to Pro,https://www.udemy.com/course/how-to-use-microsoft-excel-beginning-to-advanced-tutorials/?couponCode=959B08859109C20558B5,4.44737,3631,English,7 total Stunden,Office-Produktivität,Microsoft,,1 days 01:00:00.000000000
182,Mastering Interview Skills in 1 Hour with Fortune 500 Exec,https://www.udemy.com/course/mastering-interview-skills-in-1-hour/?couponCode=CAFDCA8E0C0D307068E1,4.45161,319,English,1 total Stunde,Persönliche Entwicklung,Karriereentwicklung,,1 days 09:00:00.000000000
76,The Complete Creativity Course: Unleash Your Innovation Now!,https://www.udemy.com/course/the-complete-creativity-course-unleash-your-innovation-now/?couponCode=611794CFBDD1A4E616AF,4.75,16,English,9 total Stunden,Persönliche Entwicklung,Kreativität,,1 days 02:00:00.000000000
161,Innovation 2020: Learn To Think Creatively Like Walt Disney,https://www.udemy.com/course/learn-to-think-creatively-like-walt-disney/?couponCode=E415A26707D2F6BFFFCE,3.575,133,English,41 Min. gesamt,Persönliche Entwicklung,Kreativität,,0 days 19:00:00.000000000
110,How To Achieve Any Goal In Life Using These Secret Formulas!,https://www.udemy.com/course/goalachieved/?couponCode=MARCHFREE,4.3,55,English,3 total Stunden,Persönliche Entwicklung,Motivation,,1 days 14:00:00.000000000
35,Personal Transformation in 7 days| Increase Your Self Esteem,https://www.udemy.com/course/personal-transformation-in-7-days-increase-your-self-esteem/?couponCode=MARCH20,4.15385,13,English,"4,5 total Stunden",Persönliche Entwicklung,Selbstwertgefühl,,2 days 02:00:00.000000000
31,The Rise of Artificial Intelligence At Work in 2020 & Beyond,https://www.udemy.com/course/the-rise-of-artificial-intelligence-at-work-in-2019-beyond/?couponCode=73A48D9923CC7994D4C6,3.75,89,English,"1,5 total Stunden",Programmierung,Data Science,,0 days 09:00:00.000000000
43,Website Design - Create websites in minutes with AI Tools,https://www.udemy.com/course/artificial-intelligence-website-creation-2018-no-coding/?couponCode=DC12198D8F3A0B3A2B60,4.01316,572,English,"2,5 total Stunden",Programmierung,Data Science,,2 days 13:00:00.000000000
189,Artificial Intelligence Music Creation & Remixing 2020,https://www.udemy.com/course/artificial-intelligence-music-creation-remixing-2018/?couponCode=14E3D5EEC80A87AE590B,3.5,146,English,1 total Stunde,Programmierung,Data Science,,0 days 19:00:00.000000000
66,Complete Python 3 Course: Beginner to Advanced!,https://www.udemy.com/course/complete-python-course-learn-from-scratch-h/?couponCode=DISCUDEMY.COM,3.6,12,English,40 Min. gesamt,Programmierung,Programmiersprachen,,1 days 00:00:00.000000000
126,The Complete Angular Course: Beginner to Expert!,https://www.udemy.com/course/the-complete-angular-course-beginner-to-expert-1/?couponCode=DISCUDEMY.COM,3.06667,15,English,1 total Stunde,Programmierung,Programmiersprachen,,1 days 01:00:00.000000000
185,Complete Java Course: Zero to Hero,https://www.udemy.com/course/complete-java-course-zero-to-hero/?couponCode=JAVA99Y,3.65,30,English,1 total Stunde,Programmierung,Programmiersprachen,,2 days 01:00:00.000000000
86,Learn Google Chrome,https://www.udemy.com/course/learn-google-chrome/?couponCode=TRY109FREE2,3.83125,93,English,32 Min. gesamt,Programmierung,Programmierungstools,,2 days 19:00:00.000000000
95,Learn Microsoft Edge,https://www.udemy.com/course/learn-microsoft-edge/?couponCode=TRY109FREE2,3.7,27,English,33 Min. gesamt,Programmierung,Programmierungstools,,2 days 19:00:00.000000000
163,Learn Brave,https://www.udemy.com/course/learn-brave/?couponCode=TRY109FREE2,3.7,25,English,36 Min. gesamt,Programmierung,Programmierungstools,,2 days 19:00:00.000000000
199,Learn Firefox,https://www.udemy.com/course/learn-firefox/?couponCode=TRY109FREE2,3.5,38,English,37 Min. gesamt,Programmierung,Programmierungstools,,2 days 19:00:00.000000000
