,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring,instructor
61,Instagram Marketing for Virtual Assistants,https://www.udemy.com/course/instagram-marketing-va/?couponCode=MARCH15INSTAGRAM,3.45,13,English,"1,5 total Stunden",Marketing,Digitales Marketing,,0 days 10:00:00.000000000,"{'Scott Paton', 'Le-an Lai Lacaba', 'Scott Alex'}"
9,Facebook Ads And Marketing - Lead Generation Pro - 2020,https://www.udemy.com/course/facebook-marketing-for-lead-generation-2020/?couponCode=MAR2020,3.63043,62,English,2 total Stunden,Marketing,Social-Media-Marketing,,1 days 01:00:00.000000000,"{'Yasir Ahmed, M.B.A'}"
46,Facebook Ads Marketing - Start Lead Generation Business 2019,https://www.udemy.com/course/facebook-ads-marketing-lead-generation-business-digital-marketing/?couponCode=MAR2020,3.55,13,English,2 total Stunden,Marketing,Social-Media-Marketing,,1 days 01:00:00.000000000,"{'Yasir Ahmed, M.B.A'}"
52,Facebook Ads Marketing Crash course Traffic & leads - 2020,https://www.udemy.com/course/facebook-ads-facebook-marketing-strategy-advertising-for-traffic/?couponCode=MAR2020,3.80769,193,English,2 total Stunden,Marketing,Social-Media-Marketing,,1 days 01:00:00.000000000,"{'Yasir Ahmed, M.B.A'}"
80,Facebook Ads For Lead Generation Easy,https://www.udemy.com/course/facebook-leads-generation-business-marketing-ads-strategy-hack/?couponCode=MAR2020,3.46429,23,English,2 total Stunden,Marketing,Social-Media-Marketing,,1 days 01:00:00.000000000,"{'Yasir Ahmed, M.B.A'}"
81,FACEBOOK ADS: The Step-by-Step Course 2020 for Beginners,https://www.udemy.com/course/the-step-by-step-course-on-facebook-ads-2020-for-beginners/?couponCode=F5390108D6CD9E697BFB,3.95714,42,English,"1,5 total Stunden",Marketing,Social-Media-Marketing,,1 days 19:00:00.000000000,{'RemoteWorker™ School'}
2,Youtube SEO Course :How TO Rank #1 On YouTube in 2020,https://www.udemy.com/course/youtube-seo-how-to-rank-no-1-on-youtube-in-2018/?couponCode=4B817C1A04FE67D10AFB,3.63265,344,English,2 total Stunden,Marketing,Suchmaschinenoptimierung,,1 days 22:00:00.000000000,{'Liaqat Ali'}
29,"Start Vlogging & Youtube Channel, Edit Videos in minutes",https://www.udemy.com/course/start-vlogging-youtube-channel-marketing-videos-editing-phone/?couponCode=MAR2020,3.07692,32,English,2 total Stunden,Marketing,Video- & Mobile-Marketing,,1 days 01:00:00.000000000,"{'Yasir Ahmed, M.B.A'}"
40,Become a New Trainer: Improve Your Trainer Skills,https://www.udemy.com/course/become-a-new-trainer/?couponCode=MAR2020,4.08333,20,English,"2,5 total Stunden",Persönliche Entwicklung,Karriereentwicklung,,0 days 19:00:00.000000000,{'Talent Zoom'}
77,Getting It All Done Masterclass,https://www.udemy.com/course/getting-it-all-done-masterclass/?couponCode=MAR2020,4.05172,48,English,31 Min. gesamt,Persönliche Entwicklung,Produktivität,,1 days 16:00:00.000000000,{'Talent Zoom'}
76,Personal Emergency Planning (Coronavirus - COVID-19 Edition),https://www.udemy.com/course/personal-emergency-planning/?couponCode=E8C95BE3ABDA47C4FB3D,4.36957,46,English,"2,5 total Stunden",Persönliche Entwicklung,Sonstiges,,0 days 09:00:00.000000000,{'Timothy Kenny'}
18,Machine Learning for Beginners: Linear Regression model in R,https://www.udemy.com/course/machine-learning-basics-building-a-regression-model-in-r/?couponCode=MARCH20FREE,4.34091,65,English,"6,5 total Stunden",Programmierung,Data Science,,0 days 20:00:00.000000000,{'Start-Tech Academy'}
39,"Machine Learning: Logistic Regression, LDA & K-NN in Python",https://www.udemy.com/course/machine-learning-basics-classification-models-in-python/?couponCode=MARCH20FREE,3.95,83,English,"7,5 total Stunden",Programmierung,Data Science,,0 days 20:00:00.000000000,{'Start-Tech Academy'}
82,Neural Networks (ANN) in R studio using Keras & TensorFlow,https://www.udemy.com/course/neural-network-understanding-and-building-an-ann-in-r/?couponCode=MARCH20FREE,4.16667,40,English,8 total Stunden,Programmierung,Data Science,,0 days 20:00:00.000000000,{'Start-Tech Academy'}
79,Complete Python Bootcamp : Go Beginner to Expert in Python 3,https://www.udemy.com/course/complete-python-bootcamp-expert-course/?couponCode=4F6E8FE340B86F96415C,3.43056,101,English,"5,5 total Stunden",Programmierung,Programmiersprachen,,1 days 13:00:00.000000000,{'Funky Programmer'}
71,Develop 16 Augmented Reality Apps in Vuforia 8 in Unity 2020,https://www.udemy.com/course/create-augmented-reality-apps-using-vuforia-in-unity-sdk/?couponCode=FREE_AR,3.25,338,English,"4,5 total Stunden",Programmierung,Spieleentwicklung,,1 days 17:00:00.000000000,{'Augmented Startups'}
16,Lean Management in 2020: Agile + Kanban with 7+ Tools & Tips,https://www.udemy.com/course/lean-management-a/?couponCode=L1EAN88,3.30769,13,English,1 total Stunde,Wissenschaft & Lehre,Online-Unterricht,,0 days 18:00:00.000000000,{'Henry Harvin Education'}
54,İhracatta Hedef Pazar Tespiti - Temel Eğitim,https://www.udemy.com/course/itc-trade-map-ile-hedef-pazar-tespiti-temel-egitim/?couponCode=BUGRAAYAN,4.01613,63,Türkçe,30 Min. gesamt,Business,Strategie,,2 days 02:00:00.000000000,"{'EXPINNO International Trade Academy', 'M. Arda UZUN'}"
58,Veritabanı Saldırıları ve Veritabanı Güvenliği,https://www.udemy.com/course/veritabani-guvenligi/?couponCode=FREECPNTATIL,4.60938,123,Türkçe,5 total Stunden,IT & Software,Netzwerk & Sicherheit,,0 days 18:00:00.000000000,{'Ömer Çolakoğlu'}
47,Uçtan Uca SQL Server Eğitimi,https://www.udemy.com/course/uctan-uca-sql-server-egitimi/?couponCode=FREECPNTATIL,4.69154,1971,Türkçe,"16,5 total Stunden",Programmierung,Datenbanken,,0 days 18:00:00.000000000,"{'Veri Bilimi Okulu', 'Ömer Çolakoğlu'}"
70,Devexpress Dashboard ile İş Zekası ve Veri Analitiği,https://www.udemy.com/course/devexpress-dashboard-ile-is-zekasi/?couponCode=FREECPNTATIL,4.86364,247,Türkçe,"11,5 total Stunden",Programmierung,Datenbanken,,0 days 18:00:00.000000000,"{'Veri Bilimi Okulu', 'Ömer Çolakoğlu'}"
31,Создание бизнес презентации в PowerPoint с нуля,https://www.udemy.com/course/powerpoint-2016-neit-design/?couponCode=AD_CAMP_ES,4.66667,234,Русский,2 total Stunden,Design,Grafikdesign,,1 days 04:00:00.000000000,{'Natalia Lyashenko'}
