,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring,instructor
148,Health Coaching: Permanent Weight Loss,https://www.udemy.com/course/the-permanent-weight-loss-guide/?couponCode=987C8F0141A0A184C131,4.8,10,English,"1,5 total Stunden",Gesundheit & Fitness,Allgemeine Gesundheit,,1 days 03:00:00.000000000,{'Gam Sassoon'}
14,How to Install Linux Mint (Cinnamon) on a Virtual Machine,https://www.udemy.com/course/quick-guide-on-installing-linux-mint-beginner-to-advanced/?couponCode=2DA443162EE3B34D5D1E,3.65,33,English,"1,5 total Stunden",IT & Software,Betriebssysteme,,0 days 02:00:00.000000000,{'Jerome P. from JP Courses'}
42,Top Linux Interview Questions & Answers (beginner-advanced),https://www.udemy.com/course/top-linux-interview-questions-answers-beginner-advanced/?couponCode=56BA45966A22108E705D,3.65,31,English,"3,5 total Stunden",IT & Software,Betriebssysteme,,0 days 02:00:00.000000000,{'Jerome P. from JP Courses'}
124,Linux BASH Shell Terminal Command Basics,https://www.udemy.com/course/linux-terminal-command-basics/?couponCode=C686A2FE26DC7267AF30,3.53125,194,English,4 total Stunden,IT & Software,Betriebssysteme,,0 days 02:00:00.000000000,{'Jerome P. from JP Courses'}
125,How to Install Ubuntu Linux on a Virtual Machine,https://www.udemy.com/course/quick-guide-on-installing-ubuntu-linux-beginner-to-advanced/?couponCode=7997FE68E8901D1E52F0,4.55,69,English,"1,5 total Stunden",IT & Software,Betriebssysteme,,0 days 02:00:00.000000000,{'Jerome P. from JP Courses'}
29,Learn to build artificial humans,https://www.udemy.com/course/learn-to-build-artificial-humans/?couponCode=DISTRACTION,3.8,22,English,"1,5 total Stunden",IT & Software,Sonstiges,,0 days 06:00:00.000000000,{'Edward Leoni'}
56,Learn to build chatbots with IBM Watson,https://www.udemy.com/course/learn-to-build-chatbots-with-ibm-watson/?couponCode=DISTRACTION,4.1,55,English,37 Min. gesamt,IT & Software,Sonstiges,,0 days 06:00:00.000000000,{'Edward Leoni'}
109,Learn to build chatbots with Dialogflow,https://www.udemy.com/course/create-chatbots-with-dialogflow/?couponCode=DISTRACTION,3.5,136,English,"1,5 total Stunden",IT & Software,Sonstiges,,0 days 06:00:00.000000000,{'Edward Leoni'}
4,How to Start Affiliate Marketing with Clickbank,https://www.udemy.com/course/how-to-start-affiliate-marketing-with-clickbank/?couponCode=MARCHGIVEAWAY,3.86842,47,English,44 Min. gesamt,Marketing,Affiliate-Marketing,,0 days 19:00:00.000000000,{'Tom Wiztek'}
9,Copywriting: How To Be A Crazy Good Copywriter,https://www.udemy.com/course/how-to-think-and-write-like-a-copywriter/?couponCode=8B16DAAE491BA9A0D5D9,4.18518,473,English,3 total Stunden,Marketing,Content-Marketing,,0 days 02:00:00.000000000,{'Derek Franklin'}
139,"Marketing 101: How To Be Seen, Get Heard, & Make An Impact!",https://www.udemy.com/course/magnetic-marketing/?couponCode=D2D35190D51C34CBF0D8,4.45,72,English,44 Min. gesamt,Marketing,Marketinggrundlagen,,0 days 02:00:00.000000000,{'Derek Franklin'}
99,Millennial Instagram Marketing 2020 | Grow Organic Followers,https://www.udemy.com/course/2020-millennial-insta-marketing-grow-10k-organic-followers/?couponCode=STAYSAFE,3.95833,127,English,1 total Stunde,Marketing,Social-Media-Marketing,,0 days 05:00:00.000000000,{'Skyler Chase'}
100,Fast Video Ranking No Matter Your Niche With XRanker360 SEO,https://www.udemy.com/course/fast-video-ranking-seo/?couponCode=MARCH21FAST,3.2,42,English,"1,5 total Stunden",Marketing,Video- & Mobile-Marketing,,2 days 12:00:00.000000000,"{'Han Fan', 'Scott Alex', 'Scott Paton'}"
94,Songwriting magic and craft,https://www.udemy.com/course/songwriting-magic/?couponCode=8040560F78CDCE035A99,4.55,10,English,"6,5 total Stunden",Musik,Musiktechniken,,1 days 07:00:00.000000000,{'Jim Byrne'}
22,"Microsoft Excel - Data Visualization, Excel Charts & Graphs",https://www.udemy.com/course/advanced-excel-charts-graphs/?couponCode=FREE2020,4.57079,6301,English,"4,5 total Stunden",Office-Produktivität,Microsoft,,1 days 03:00:00.000000000,"{'Maven Analytics', 'Chris Dutton'}"
64,Microsoft Excel - Data Analysis with Excel Pivot Tables,https://www.udemy.com/course/data-analysis-with-excel-pivot-tables/?couponCode=FREE2020,4.58686,13826,English,7 total Stunden,Office-Produktivität,Microsoft,,1 days 03:00:00.000000000,"{'Maven Analytics', 'Chris Dutton'}"
67,"Microsoft Excel - Excel Power Query, Power Pivot & DAX",https://www.udemy.com/course/microsoft-excel-power-query-power-pivot-dax/?couponCode=FREE2020,4.66247,6321,English,"7,5 total Stunden",Office-Produktivität,Microsoft,,1 days 03:00:00.000000000,"{'Maven Analytics', 'Chris Dutton'}"
70,Excel PRO TIPS: 75+ Tips to go from Excel Beginner to Pro,https://www.udemy.com/course/microsoft-excel-pro-tips-for-power-users/?couponCode=FREE2020,4.61364,948,English,"10,5 total Stunden",Office-Produktivität,Microsoft,,1 days 03:00:00.000000000,"{'Maven Analytics', 'Chris Dutton'}"
93,Complete Excel Course: Go from beginner to advanced,https://www.udemy.com/course/complete-excel-course-go-from-beginne-to-advanced/?couponCode=DISCUDEMY.COM,3.42697,227,English,41 Min. gesamt,Office-Produktivität,Microsoft,,1 days 19:00:00.000000000,"{'Md Emrul Hasan', 'Open School'}"
156,Microsoft Excel - Advanced Excel Formulas & Functions,https://www.udemy.com/course/excel-for-analysts/?couponCode=FREE2020,4.63408,22733,English,8 total Stunden,Office-Produktivität,Microsoft,,1 days 03:00:00.000000000,"{'Maven Analytics', 'Chris Dutton'}"
51,SAP SD - Essential Reports -Execution/Analysis-Tips&Technics,https://www.udemy.com/course/sap-essential-reports-in-sales-and-distribution-sd/?couponCode=6681D95423420311BDCE,4.57895,19,English,6 total Stunden,Office-Produktivität,SAP,,2 days 00:00:00.000000000,{'SanthaRam Sivalenka'}
6,Interview Better than Anyone: by An Award Winning MBA Prof.,https://www.udemy.com/course/interview-better-than-anyone-by-an-award-winning-mba-prof/?couponCode=DE04C8CC6A8F810BF5BE,4.53226,355,English,"5,5 total Stunden",Persönliche Entwicklung,Karriereentwicklung,,1 days 08:00:00.000000000,"{'Chris Haroun', 'Complete Business Education with Chris Haroun'}"
19,Mastering Interview Skills in 1 Hour with Fortune 500 Exec,https://www.udemy.com/course/mastering-interview-skills-in-1-hour/?couponCode=B0292A16C2C255DDA11A,4.44545,322,English,1 total Stunde,Persönliche Entwicklung,Karriereentwicklung,,1 days 18:00:00.000000000,"{'Wing Lee', 'Hashcademy Learning Platform', 'Gary Lo'}"
48,Build the Best Resume+Linkedin Profile:by Award Winning Prof,https://www.udemy.com/course/build-the-best-resume-linkedin-profile-by-mba-award-winning-prof/?couponCode=7DC9205CAACC8BAFF584,4.43939,232,English,"3,5 total Stunden",Persönliche Entwicklung,Karriereentwicklung,,1 days 08:00:00.000000000,"{'Chris Haroun', 'Complete Business Education with Chris Haroun'}"
68,50 Career & Self Development Tips: Welcome to the New You!,https://www.udemy.com/course/50-career-self-development-tips-welcome-to-the-new-you-mba-business/?couponCode=6E3F6BC2FB1021591F1F,4.45455,290,English,"1,5 total Stunden",Persönliche Entwicklung,Karriereentwicklung,,1 days 08:00:00.000000000,"{'Chris Haroun', 'Complete Business Education with Chris Haroun'}"
114,"The Complete Job, Interview, Resume/LinkedIn & Network Guide",https://www.udemy.com/course/thecompletejobinterviewresumenetworknewcareerguide/?couponCode=E7F6519D44C835B0825E,4.34339,3575,English,12 total Stunden,Persönliche Entwicklung,Karriereentwicklung,,1 days 08:00:00.000000000,"{'Chris Haroun', 'Complete Business Education with Chris Haroun'}"
77,Success: How To Take Your Life From Good To Great To Amazing,https://www.udemy.com/course/success-school/?couponCode=B7362B8C05BAFC54C446,4.40625,187,English,4 total Stunden,Persönliche Entwicklung,Persönliche Veränderung,,0 days 02:00:00.000000000,{'Derek Franklin'}
121,Create A Simple Daily Success Routine To Transform Your Life,https://www.udemy.com/course/create-a-daily-success-routine/?couponCode=9276D4692913A82D2F58,4.75,30,English,"3,5 total Stunden",Persönliche Entwicklung,Persönliche Veränderung,,0 days 02:00:00.000000000,{'Derek Franklin'}
123,Peak Performance 101: How To Become The BEST Version of YOU,https://www.udemy.com/course/peak-performance-101/?couponCode=A30DC4A0C6765A242198,4.35,36,English,1 total Stunde,Persönliche Entwicklung,Persönliche Veränderung,,0 days 02:00:00.000000000,{'Derek Franklin'}
136,Healing Your Root Chakra,https://www.udemy.com/course/healing-your-root-chakra/?couponCode=MARCH20CHAKRA,3.75,28,English,"1,5 total Stunden",Persönliche Entwicklung,Persönliche Veränderung,,1 days 11:00:00.000000000,"{'Joan Kaylor', 'Scott Alex', 'Scott Paton'}"
150,YOU 2.0: How To Instantly Upgrade Your Life,https://www.udemy.com/course/how-to-instantly-upgrade-your-life/?couponCode=B6951980C6402F09B1FE,4.5,25,English,1 total Stunde,Persönliche Entwicklung,Persönliche Veränderung,,0 days 02:00:00.000000000,{'Derek Franklin'}
40,Productivity: How To Get 2X More Done Each Day,https://www.udemy.com/course/wow-u-course/?couponCode=5BB38A897F47FA43E865,4.7,88,English,3 total Stunden,Persönliche Entwicklung,Produktivität,,0 days 02:00:00.000000000,{'Derek Franklin'}
43,Get Things Done: How To Organize Your Life And Take Action,https://www.udemy.com/course/the-action-map-system-get-life-done/?couponCode=81764A2D556D2F663933,4.24074,508,English,3 total Stunden,Persönliche Entwicklung,Produktivität,,0 days 02:00:00.000000000,{'Derek Franklin'}
120,30 Day Challenge to a More Productive and Much Happier You!,https://www.udemy.com/course/30-day-challenge-to-a-more-productive-and-much-happier-you/?couponCode=C6438BDF319C76506835,4.35753,1394,English,"3,5 total Stunden",Persönliche Entwicklung,Produktivität,,1 days 08:00:00.000000000,"{'Chris Haroun', 'Complete Business Education with Chris Haroun'}"
159,"Confidence: How To Think, Feel, And Be Unstoppable",https://www.udemy.com/course/be-confident/?couponCode=4FC6AE20BF156D2DF10D,4.05,23,English,"2,5 total Stunden",Persönliche Entwicklung,Selbstwertgefühl,,0 days 02:00:00.000000000,{'Derek Franklin'}
31,How to become a much better & safer driver & avoid accidents,https://www.udemy.com/course/how-to-become-a-better-safer-driver-avoid-accidents/?couponCode=3031347DFACC5C4AB3D6,4.0,28,English,2 total Stunden,Persönliche Entwicklung,Sonstiges,,0 days 02:00:00.000000000,{'Jerome P. from JP Courses'}
11,Practical Database Course for Beginners : 6 courses in 1,https://www.udemy.com/course/database-course/?couponCode=PRACTICALDATABASE,4.0,260,English,3 total Stunden,Programmierung,Datenbanken,,0 days 13:00:00.000000000,{'Creative Online School'}
145,MySQL for Data Analysis - SQL Database for Beginners,https://www.udemy.com/course/mysql-for-data-analysis/?couponCode=FREE2020,4.67112,774,English,"5,5 total Stunden",Programmierung,Datenbanken,,1 days 03:00:00.000000000,"{'Maven Analytics', 'John Pauler'}"
111,Start your own online store now for FREE. (No monthly fees!),https://www.udemy.com/course/how-to-create-an-online-store-with-no-budget-step-by-step/?couponCode=C86D39AD2987EC381035,4.1,95,English,"3,5 total Stunden",Programmierung,E-Commerce,,0 days 02:00:00.000000000,{'Jerome P. from JP Courses'}
44,C++ Working with Files - fstream I/O library,https://www.udemy.com/course/c-operating-on-files/?couponCode=B92897E1CCC1846F4E1A,3.625,161,English,3 total Stunden,Programmierung,Programmiersprachen,,1 days 23:00:00.000000000,{'Arkadiusz Włodarczyk'}
74,Complete Python Course: Zero to Hero,https://www.udemy.com/course/complete-python-course-zero-to-hero-e/?couponCode=KIOLO8391,3.24324,67,English,41 Min. gesamt,Programmierung,Software-Testing,,0 days 18:00:00.000000000,"{'Zone X', 'Shokal Shah'}"
27,Learn to build chatbots with Amazon Lex,https://www.udemy.com/course/chatbot-crash-course/?couponCode=DISTRACTION,4.2,27,English,1 total Stunde,Programmierung,Webentwicklung,,0 days 06:00:00.000000000,{'Edward Leoni'}
75,The Most Comprehensive Web Development Course,https://www.udemy.com/course/comprehensive-web-developer-course/?couponCode=FR_FRNDS,4.3,157,English,43 total Stunden,Programmierung,Webentwicklung,,2 days 09:00:00.000000000,{'Supriyo Kundu'}
101,Learn PHP - For Beginners,https://www.udemy.com/course/learn-php-for-beginners-n/?couponCode=DCEAF556A59C77BEC240,4.2377,179,English,2 total Stunden,Programmierung,Webentwicklung,,0 days 07:00:00.000000000,{'YouAccel Training'}
116,Learn MySQL - For Beginners,https://www.udemy.com/course/learn-mysql-for-beginners/?couponCode=C7A372F45603E67E175C,4.21739,119,English,"1,5 total Stunden",Programmierung,Webentwicklung,,0 days 07:00:00.000000000,{'YouAccel Training'}
126,PHP AJAX Bootcamp,https://www.udemy.com/course/php-ajax-bootcamp/?couponCode=026325C91EDCD8124624,3.77273,23,English,12 total Stunden,Programmierung,Webentwicklung,,2 days 03:00:00.000000000,{'Shakil Khan'}
143,NestJS Zero to Hero - Modern TypeScript Back-end Development,https://www.udemy.com/course/nestjs-zero-to-hero/?couponCode=STAY_HOME_AND_LEARN,4.67938,1410,English,"6,5 total Stunden",Programmierung,Webentwicklung,,1 days 23:00:00.000000000,{'Ariel Weinberger'}
144,Learn XML-AJAX - For Beginners,https://www.udemy.com/course/learn-xml-ajax-for-beginners/?couponCode=226E0224FF1B0399F109,4.55,42,English,"2,5 total Stunden",Programmierung,Webentwicklung,,0 days 07:00:00.000000000,{'YouAccel Training'}
106,easy way to learn arabic (basics),https://www.udemy.com/course/easy-way-to-learn-arabic-basics/?couponCode=MARCH1FLASH,3.85,27,English,1 total Stunde,Wissenschaft & Lehre,Sprache,,0 days 00:00:00.000000000,{'Mohammed Zaid'}
21,⚡️ Bootstrap 4 | TODO sobre diseño web con BOOTSTRAP ⚡️✨,https://www.udemy.com/course/cursobootstrap/?couponCode=AD903462F9D5CA986925,4.30556,59,Español,12 total Stunden,Design,Webdesign,,1 days 04:00:00.000000000,{'Carlos Abraham Valdes Cambero'}
7,Hacking Corporativo - Curso Completo - De cero a cien,https://www.udemy.com/course/hacking-corporativo-curso-completo-de-cero-a-cien/?couponCode=CU4R3NT3N4-P3RU,3.98,59,Español,"7,5 total Stunden",IT & Software,Netzwerk & Sicherheit,,2 days 03:00:00.000000000,{'Gabriel Lazo'}
108,Curso de programación C# SQL SERVER para principiantes,https://www.udemy.com/course/curso-de-programacion-c-sql-server-para-principiantes/?couponCode=ADF83DE38BB4CC5CC1EA,3.79167,131,Español,4 total Stunden,IT & Software,Sonstiges,,1 days 23:00:00.000000000,{'Lcdo.Eddy Quintero'}
140,Construcción de sitios Web con Wordpress,https://www.udemy.com/course/construccion-wordpress/?couponCode=B660C7A463BABA8AAF22,3.84615,21,Español,3 total Stunden,IT & Software,Sonstiges,,1 days 08:00:00.000000000,{'Beny Blanco'}
35,Organiza eventos de manera profesional,https://www.udemy.com/course/organiza-eventos-de-manera-profesional/?couponCode=APROVECHA2020,3.7,18,Español,"1,5 total Stunden",Marketing,Öffentlichkeitsarbeit,,0 days 04:00:00.000000000,{'Camino Ramos'}
17,Microsoft Excel - Visualización de Datos y Gráficos en Excel,https://www.udemy.com/course/excel-visualizacion-de-datos-y-graficos/?couponCode=FREE2020,4.81818,50,Español,5 total Stunden,Office-Produktivität,Microsoft,,1 days 03:00:00.000000000,"{'Enrique Ruiz', 'Maven Analytics'}"
102,Microsoft Excel - Fórmulas y Funciones Avanzadas en Excel,https://www.udemy.com/course/excel-formulas-y-funciones/?couponCode=FREE2020,4.46528,319,Español,"6,5 total Stunden",Office-Produktivität,Microsoft,,1 days 03:00:00.000000000,"{'Enrique Ruiz', 'Maven Analytics'}"
32,Java y BlueJ | Introducción a las Bases de la Programación,https://www.udemy.com/course/programacion/?couponCode=40DENCASA,4.53333,1896,Español,3 total Stunden,Programmierung,Programmiersprachen,,0 days 12:00:00.000000000,{'Juan Villalvazo'}
153,Blockchain: Comprende Bitcoin y desarrolla tu Criptomoneda,https://www.udemy.com/course/aprende-blockchain/?couponCode=COVID-19,4.6129,62,Español,"5,5 total Stunden",Programmierung,Programmiersprachen,,2 days 01:00:00.000000000,{'Javi Jiménez'}
152,"Test-Driven Development, TDD  workshop intensivo  en PHP",https://www.udemy.com/course/tdd-test-driven-development-php-aprende-tdd-con-katas-ejemplos/?couponCode=FB023D123CE8FC8E956C,3.9,16,Español,35 Min. gesamt,Programmierung,Softwareentwicklung,,2 days 00:00:00.000000000,{'Sara Cubillas'}
34,Desarrollo de juegos con Unreal Engine 4 de 0 a profesional,https://www.udemy.com/course/desarrollo-de-juegos-con-unreal-engine-4-de-0-a-profesional/?couponCode=0DAAB8EBF317D1E7A366,4.49404,1353,Español,"38,5 total Stunden",Programmierung,Spieleentwicklung,,0 days 03:00:00.000000000,"{'Carlos Coronado', 'Juan Gabriel Gomila Salas'}"
113,Desarrollo de juegos con Unreal Engine 4 de 0 a profesional,https://www.udemy.com/course/desarrollo-de-juegos-con-unreal-engine-4-de-0-a-profesional/?fbclid=IwAR0xnZrhMpjIREEQC53sgpnYu-YO7qtn305Qs9COtw1jHpbKDTq_J87hLTY&couponCode=0DAAB8EBF317D1E7A366,4.49404,1353,Español,"38,5 total Stunden",Programmierung,Spieleentwicklung,,0 days 03:00:00.000000000,"{'Carlos Coronado', 'Juan Gabriel Gomila Salas'}"
166,Programa tus Primeros Juegos HTML5 con JavaScript,https://www.udemy.com/course/programa-tus-primeros-juegos-html5-con-javascript/?couponCode=YOMEQUEDOENCASA2,4.53086,545,Español,"8,5 total Stunden",Programmierung,Spieleentwicklung,,2 days 01:00:00.000000000,{'Javier Muñiz'}
8,Aprende a programar usando JavaScript - Curso en español,https://www.udemy.com/course/javascript-spanish/?couponCode=QUEDATEENCASA,4.5,54,Español,5 total Stunden,Programmierung,Webentwicklung,,2 days 14:00:00.000000000,{'Rick Garcia'}
137,Vue JS - Aprende a Crear Aplicaciones Web Modernas con Vue,https://www.udemy.com/course/vue-js-2-para-principiantes/?couponCode=VUEJS-FREE,4.4375,170,Español,11 total Stunden,Programmierung,Webentwicklung,,1 days 01:00:00.000000000,{'Grover Vásquez'}
