,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring
96,Complete Data Science Masterclass: Beginner to Advance,https://www.udemy.com/course/complete-data-science-masterclass-beginner-to-advance/?couponCode=DISCUDEMY.COM,3.4,34,English,33 Min. gesamt,Business,Daten & Analyse,,1 days 04:00:00.000000000
132,Complete Machine Learning Bootcamp - Learn From Scratch,https://www.udemy.com/course/complete-machine-learning-bootcamp-learn-from-scratch/?couponCode=DISCUDEMY.COM,3.85,16,English,40 Min. gesamt,Business,Daten & Analyse,,1 days 03:00:00.000000000
144,Machine Learning Masterclass A-Z: Beginner to Advance,https://www.udemy.com/course/machine-learning-masterclass-a-z-beginner-to-advance/?couponCode=ML_LEARN_FREE,3.23684,135,English,3 total Stunden,Business,Daten & Analyse,,2 days 04:00:00.000000000
21,Chart Pattern Trading via Day Trade Stock Options Intro,https://www.udemy.com/course/how-to-trade-stock-options-level-1-start-day-trading/?couponCode=MARCH5CHARTPATTERN,4.45,428,English,3 total Stunden,Business,Finanzen,,2 days 13:00:00.000000000
171,Stock Option Day Trading with Chart Pattern Trading Tools,https://www.udemy.com/course/trading-stock-options-ii-simplified-strategies-for-success/?couponCode=MARCH5STOCKOPTION,4.58333,244,English,"10,5 total Stunden",Business,Finanzen,,2 days 13:00:00.000000000
32,Blender 2.8 Beginners Guide To 3D Modeling A Sci-fi Scene,https://www.udemy.com/course/blender-28-beginners-guide-to-3d-modeling-a-sci-fi-scene/?couponCode=3DTUDORMARCH,4.35366,42,English,18 total Stunden,Design,3D & Animation,,1 days 02:00:00.000000000
123,Learn Photoshop Layer Styles,https://www.udemy.com/course/learn-photoshop-layer-styles/?couponCode=TRY109FREE,3.55,10,English,33 Min. gesamt,Design,Designtools,,1 days 00:00:00.000000000
129,Learn Photo Editing with Photoshop 2020,https://www.udemy.com/course/learn-photo-editing-with-photoshop-2020/?couponCode=TRY109FREE,3.83333,28,English,"2,5 total Stunden",Design,Designtools,,1 days 00:00:00.000000000
135,Learn Basic Animate,https://www.udemy.com/course/learn-basic-animate/?couponCode=TRY109FREE,3.2,12,English,1 total Stunde,Design,Designtools,,1 days 00:00:00.000000000
29,Learn Print Design with Photoshop 2020,https://www.udemy.com/course/learn-print-design-with-photoshop-2020/?couponCode=TRY109FREE,3.13333,15,English,32 Min. gesamt,Design,Grafikdesign,,1 days 00:00:00.000000000
84,Learn Graphic Design with Photoshop 2020,https://www.udemy.com/course/learn-graphic-design-with-photoshop-2020/?couponCode=TRY109FREE,3.36719,64,English,1 total Stunde,Design,Grafikdesign,,1 days 00:00:00.000000000
109,Design Awesome Infographics to Grab Customer Attention (A-Z),https://www.udemy.com/course/use-infographics-to-grab-customers-attention/?couponCode=B5CD262A5998042E8551,4.4966,583,English,1 total Stunde,Design,Grafikdesign,,0 days 09:00:00.000000000
162,Learn Video Design with Photoshop 2020,https://www.udemy.com/course/learn-video-design-with-photoshop-2020/?couponCode=TRY109FREE,3.40741,28,English,33 Min. gesamt,Design,Grafikdesign,,1 days 00:00:00.000000000
137,Create lightning fast videos with InVideo in 2020,https://www.udemy.com/course/create-lightning-fast-videos-with-invideo-ai-video-making/?couponCode=269FCED522268748A1E7,3.53846,76,English,1 total Stunde,Design,Sonstiges,,1 days 15:00:00.000000000
182,Killer ways to create and promote YouTube videos in 2020,https://www.udemy.com/course/killer-ways-to-create-and-promote-youtube-videos/?couponCode=121E22EEC2852FD8D0B7,3.23529,43,English,38 Min. gesamt,Design,Sonstiges,,1 days 14:00:00.000000000
10,Learn App Design with Photoshop 2020,https://www.udemy.com/course/learn-app-design-with-photoshop-2020/?couponCode=TRY109FREE,3.11364,22,English,37 Min. gesamt,Design,Webdesign,,1 days 00:00:00.000000000
11,Learn Web Design with Photoshop 2020,https://www.udemy.com/course/learn-web-design-with-photoshop-2020/?couponCode=TRY109FREE,3.55556,45,English,1 total Stunde,Design,Webdesign,,1 days 00:00:00.000000000
48,Learn Mobile Design with Photoshop 2020,https://www.udemy.com/course/learn-mobile-design-with-photoshop-2020/?couponCode=TRY109FREE,3.6875,16,English,39 Min. gesamt,Design,Webdesign,,1 days 00:00:00.000000000
185,WordPress Beginners - Make your own Awesome Websites Today.,https://www.udemy.com/course/wordpress-for-beginners-create-your-own-awesome-websites/?couponCode=56183B6341223C97B0EC,4.78571,10,English,6 total Stunden,Design,Webdesign,,1 days 02:00:00.000000000
165,How to Make Passive Income With Bitcoin Lending,https://www.udemy.com/course/how-to-make-passive-income-with-bitcoin-lending/?couponCode=MARCHFW2020,3.83871,32,English,1 total Stunde,Finanzen & Rechnungswesen,Investition & Trading,,1 days 05:00:00.000000000
77,iPhone Photography - Take Better Pictures With Your iPhone,https://www.udemy.com/course/iphonephotographycourse/?couponCode=MARCHFREE,3.95,108,English,"1,5 total Stunden",Fotografie,Fotografiegrundlagen,,2 days 19:00:00.000000000
147,Complete Photography Course for Beginners : 9 Courses in 1,https://www.udemy.com/course/complete-photography-course/?couponCode=FREEPHOTOGRAPHY20,3.95455,252,English,2 total Stunden,Fotografie,Fotografiegrundlagen,,2 days 18:00:00.000000000
153,Adobe Lightroom Masterclass - Beginner to Expert,https://www.udemy.com/course/adobe-lightroom-masterclass-beginner-to-expert/?couponCode=9F08643A7B9E9E41640D,4.30469,288,English,8 total Stunden,Fotografie,Fotografietools,,1 days 15:00:00.000000000
39,Cinematic Color Grading With Premiere Pro 2020 For Beginners,https://www.udemy.com/course/cinematic-color-grading-with-premiere-pro-2020-for-beginners/?couponCode=FREECOURSE2020,3.38095,21,English,2 total Stunden,Fotografie,Videodesign,,1 days 17:00:00.000000000
85,EFT Weight Loss Emotional Eating Issues - No Diet,https://www.udemy.com/course/eft-weight-loss-emotional-eating/?couponCode=44B9ADF57155A0A3BD9D,4.08929,87,English,2 total Stunden,Gesundheit & Fitness,Allgemeine Gesundheit,,1 days 13:00:00.000000000
87,Nutrition & Natural Medicine To Reduce High Blood Pressure!,https://www.udemy.com/course/how-to-reduce-high-blood-pressure-with-natural-medicine/?couponCode=98D54F91FB7844BE7698,3.95,11,English,"2,5 total Stunden",Gesundheit & Fitness,Allgemeine Gesundheit,,2 days 03:00:00.000000000
152,Linux for Absolute Beginners!,https://www.udemy.com/course/linux-system-admin/?couponCode=E5222766E0A9A380B421,4.20789,1331,English,"7,5 total Stunden",IT & Software,Betriebssysteme,,0 days 10:00:00.000000000
52,Microsoft Azure AZ-900 Practice Test Latest 2020 Edition,https://www.udemy.com/course/microsoft-azure-az-900-practice-test-latest-2020-edition-r/?couponCode=FREEBIESGLOBAL.COM,3.55556,29,English,246 Fragen,IT & Software,IT-Zertifizierung,,1 days 02:00:00.000000000
127,Complete AWS Certified Solutions Architect -Associate Course,https://www.udemy.com/course/complete-aws-certified-solutions-architect-associate-course/?couponCode=DISCUDEMY.COM,3.7,22,English,40 Min. gesamt,IT & Software,IT-Zertifizierung,,2 days 05:00:00.000000000
146,Certified Ethical Hacker (CEH) Practice Exams,https://www.udemy.com/course/certified-ethical-hacker-ceh-practice-exams/?couponCode=CEH2020MAR,3.93662,511,English,110 Fragen,IT & Software,IT-Zertifizierung,,2 days 14:00:00.000000000
