,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring,instructor
62,Data Visualization in Excel: All Excel Charts and Graphs,https://www.udemy.com/course/data-visualization-in-excel-for-business-professionals/?couponCode=MARCH20FREE,4.26786,46,English,"4,5 total Stunden",Business,Daten & Analyse,,2 days 00:00:00.000000000,{'Start-Tech Academy'}
57,Five Proven Steps to Real Estate Investing Success,https://www.udemy.com/course/five-proven-steps-to-real-estate-investing-success/?couponCode=MARCH14FIVESTEPS,4.15,33,English,"1,5 total Stunden",Business,Immobilien,,0 days 13:00:00.000000000,"{'Scott Alex', 'Blair Halver', 'Scott Paton'}"
9,Remote Speaking - Pro Speaking Skills in The Coronavirus Era,https://www.udemy.com/course/how-to-give-a-virtual-keynote-speech/?couponCode=04962EEAB600565012F3,4.25,20,English,"5,5 total Stunden",Business,Kommunikation,,1 days 02:00:00.000000000,{'TJ Walker'}
44,Employee Onboarding Masterclass,https://www.udemy.com/course/employee-onboarding-masterclass/?couponCode=MAR2020,3.9,21,English,1 total Stunde,Business,Personalwesen,,0 days 02:00:00.000000000,{'Talent Zoom'}
71,Hire Right Candidate - Targeted Selection Method,https://www.udemy.com/course/make-hiring-work-targeted-selection-method-to-recruit/?couponCode=89035D6DA13046A3BCA9,4.3,26,English,41 Min. gesamt,Business,Personalwesen,,0 days 08:00:00.000000000,{'Aeraaf Patel'}
49,"PASSIVE INCOME MONEY: 20 Ways, 35+ Tools/Websites",https://www.udemy.com/course/ultimate-passive-income-course-20-streams-with-35-ideas-2019/?couponCode=8645E99611F045F63627,4.09091,136,English,"3,5 total Stunden",Business,Selbstständigkeit,,0 days 08:00:00.000000000,{'Aeraaf Patel'}
94,Entrepreneurship Tips for Success,https://www.udemy.com/course/entrepreneurship-tips-for-success/?couponCode=59544957E69F40C479E5,3.55,13,English,2 total Stunden,Business,Unternehmensgründung,,0 days 06:00:00.000000000,{'Invert Media'}
65,PicsArt Full Guide: Zero To Hero In Photo Editing & Retouch,https://www.udemy.com/course/picsart-full-guide-zero-to-hero-in-photo-editing-retouch/?couponCode=PICSARTOFFER,3.875,106,English,"1,5 total Stunden",Design,Designtools,,1 days 15:00:00.000000000,{'Dhabaleshwar Das'}
85,Sell Photo Online: Step by Step Guideline Stock Photography,https://www.udemy.com/course/mastering-stock-photography-step-by-step-guideline/?couponCode=STOCKPHOTOGRAPHY,3.29167,279,English,1 total Stunde,Fotografie,Gewerbliche Fotografie,,2 days 15:00:00.000000000,{'Creative Online School'}
40,Installing & Configuring a DNS Server on Windows Server 2016,https://www.udemy.com/course/installing-configuring-dns-services-on-windows-server-2016/?couponCode=MAREXTENDED,3.75,16,English,35 Min. gesamt,IT & Software,Betriebssysteme,,0 days 08:00:00.000000000,{'John Courtenay'}
29,Complete Amazon AWS Certified Solution Architect - Associate,https://www.udemy.com/course/complete-amazon-aws-certified-solution-architect-associate/?couponCode=KIOJ1892,3.05,44,English,40 Min. gesamt,IT & Software,IT-Zertifizierung,,1 days 07:00:00.000000000,{'Masud Rana'}
23,The Absolute Tools Guide to Cyber Security and Hacking,https://www.udemy.com/course/the-absolute-tools-guide-to-cyber-security-and-hacking/?couponCode=LEARN-TOOL-GET-A-JOB,3.58696,23,English,"16,5 total Stunden",IT & Software,Netzwerk & Sicherheit,,0 days 00:00:00.000000000,{'Sai Acuity Institute of Learning Pvt Ltd Enabling Learning Through Insight!'}
76,Most Advanced Level Ethical Hacking Using Kali Linux,https://www.udemy.com/course/most-advanced-level-ethical-hacking-course-using-kali-linux/?couponCode=1D1A03B314C9B6953013,3.86364,182,English,8 total Stunden,IT & Software,Netzwerk & Sicherheit,,0 days 03:00:00.000000000,{'ITNuggets Institute'}
56,Group Policy (Active Directory) for IT Support Technicians,https://www.udemy.com/course/group-policy-administration-for-it-support-technicians/?couponCode=MAREXTENDED,3.80263,44,English,32 Min. gesamt,IT & Software,Sonstiges,,0 days 08:00:00.000000000,{'John Courtenay'}
100,Proven Travel Hacks for Southeast Asia,https://www.udemy.com/course/travel-hacks-for-southeast-asia/?couponCode=MARCH15PROVEN,3.7,12,English,1 total Stunde,Lifestyle,Reisen,,1 days 14:00:00.000000000,"{'Ricky Shetty', 'Scott Alex', 'Scott Paton'}"
48,Marketing Analytics: Customer Value and Promotion Strategy,https://www.udemy.com/course/customer-valuation-for-entrepreneur-and-marketers/?couponCode=MARCH20FREE,4.1,22,English,"1,5 total Stunden",Marketing,Analyse & Automatisierung,,2 days 00:00:00.000000000,{'Start-Tech Academy'}
46,Google Adwords For Newbies,https://www.udemy.com/course/ultimate-google-adwords-ads-training-for-ppc-seo-2019/?couponCode=MAR202,3.2381,48,English,2 total Stunden,Marketing,Digitales Marketing,,2 days 05:00:00.000000000,"{'Yasir Ahmed, M.B.A'}"
96,Instagram Marketing for Virtual Assistants,https://www.udemy.com/course/instagram-marketing-va/?couponCode=MARCH15INSTAGRAM,3.4,13,English,"1,5 total Stunden",Marketing,Digitales Marketing,,1 days 14:00:00.000000000,"{'Le-an Lai Lacaba', 'Scott Alex', 'Scott Paton'}"
8,Facebook Ads For Lead Generation Easy,https://www.udemy.com/course/facebook-leads-generation-business-marketing-ads-strategy-hack/?couponCode=MAR2020,3.46429,23,English,2 total Stunden,Marketing,Social-Media-Marketing,,2 days 05:00:00.000000000,"{'Yasir Ahmed, M.B.A'}"
50,Facebook Ads And Marketing - Lead Generation Pro - 2020,https://www.udemy.com/course/facebook-marketing-for-lead-generation-2020/?couponCode=MAR2020,3.63043,62,English,2 total Stunden,Marketing,Social-Media-Marketing,,2 days 05:00:00.000000000,"{'Yasir Ahmed, M.B.A'}"
64,Facebook Ads Marketing - Start Lead Generation Business 2019,https://www.udemy.com/course/facebook-ads-marketing-lead-generation-business-digital-marketing/?couponCode=MAR2020,3.55,13,English,2 total Stunden,Marketing,Social-Media-Marketing,,2 days 05:00:00.000000000,"{'Yasir Ahmed, M.B.A'}"
81,Facebook Ads Marketing Crash course Traffic & leads - 2020,https://www.udemy.com/course/facebook-ads-facebook-marketing-strategy-advertising-for-traffic/?couponCode=MAR2020,3.84091,192,English,2 total Stunden,Marketing,Social-Media-Marketing,,2 days 05:00:00.000000000,"{'Yasir Ahmed, M.B.A'}"
32,"Start Vlogging & Youtube Channel, Edit Videos in minutes",https://www.udemy.com/course/start-vlogging-youtube-channel-marketing-videos-editing-phone/?couponCode=MAR2020,3.07692,32,English,2 total Stunden,Marketing,Video- & Mobile-Marketing,,2 days 05:00:00.000000000,"{'Yasir Ahmed, M.B.A'}"
