,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring
100,Complete Data Science Masterclass: Beginner to Advance,https://www.udemy.com/course/complete-data-science-masterclass-beginner-to-advance/?couponCode=DISCUDEMY.COM,3.6,31,English,33 Min. gesamt,Business,Daten & Analyse,,2 days 06:00:00.000000000
149,Complete Machine Learning Bootcamp - Learn From Scratch,https://www.udemy.com/course/complete-machine-learning-bootcamp-learn-from-scratch/?couponCode=DISCUDEMY.COM,3.85,15,English,40 Min. gesamt,Business,Daten & Analyse,,2 days 04:00:00.000000000
29,Learn Deferred Taxes through Case Studies,https://www.udemy.com/course/learn-deferred-taxes-through-case-studies/?couponCode=FEBFRE,4.2,17,English,"1,5 total Stunden",Business,Finanzen,,1 days 00:00:00.000000000
20,Your Ultimate Blueprint to Sell Products Online,https://www.udemy.com/course/sell-online/?couponCode=2288814A8670F4574E6C,3.57895,116,English,1 total Stunde,Business,Verkauf/Vertrieb,,0 days 20:00:00.000000000
146,Sell Like an Expert,https://www.udemy.com/course/boost-your-sales-by-learning-customers-psychologybehaviour/?couponCode=C5D4C38B89B1A5E94663,4.0,412,English,36 Min. gesamt,Business,Verkauf/Vertrieb,,1 days 10:00:00.000000000
60,Blender 2.8 Beginners Guide To 3D Modeling A Sci-fi Scene,https://www.udemy.com/course/blender-28-beginners-guide-to-3d-modeling-a-sci-fi-scene/?couponCode=3DTUDORMARCH,4.40789,41,English,18 total Stunden,Design,3D & Animation,,2 days 04:00:00.000000000
1,Learn Photo Editing with Photoshop 2020,https://www.udemy.com/course/learn-photo-editing-with-photoshop-2020/?couponCode=TRY109FREE,3.75,27,English,"2,5 total Stunden",Design,Designtools,,2 days 01:00:00.000000000
65,Learn Basic Animate,https://www.udemy.com/course/learn-basic-animate/?couponCode=TRY109FREE,3.2,12,English,1 total Stunde,Design,Designtools,,2 days 01:00:00.000000000
130,Learn Photoshop Layer Styles,https://www.udemy.com/course/learn-photoshop-layer-styles/?couponCode=TRY109FREE,3.55,10,English,33 Min. gesamt,Design,Designtools,,2 days 01:00:00.000000000
49,Design Awesome Infographics to Grab Customer Attention (A-Z),https://www.udemy.com/course/use-infographics-to-grab-customers-attention/?couponCode=B5CD262A5998042E8551,4.43571,535,English,1 total Stunde,Design,Grafikdesign,,1 days 10:00:00.000000000
87,Learn Graphic Design with Photoshop 2020,https://www.udemy.com/course/learn-graphic-design-with-photoshop-2020/?couponCode=TRY109FREE,3.36719,64,English,1 total Stunde,Design,Grafikdesign,,2 days 01:00:00.000000000
97,Learn Video Design with Photoshop 2020,https://www.udemy.com/course/learn-video-design-with-photoshop-2020/?couponCode=TRY109FREE,3.40741,27,English,33 Min. gesamt,Design,Grafikdesign,,2 days 01:00:00.000000000
101,Learn Print Design with Photoshop 2020,https://www.udemy.com/course/learn-print-design-with-photoshop-2020/?couponCode=TRY109FREE,3.13333,15,English,32 Min. gesamt,Design,Grafikdesign,,2 days 01:00:00.000000000
88,Create lightning fast videos with InVideo in 2020,https://www.udemy.com/course/create-lightning-fast-videos-with-invideo-ai-video-making/?couponCode=269FCED522268748A1E7,3.6,76,English,1 total Stunde,Design,Sonstiges,,2 days 16:00:00.000000000
151,Killer ways to create and promote YouTube videos in 2020,https://www.udemy.com/course/killer-ways-to-create-and-promote-youtube-videos/?couponCode=121E22EEC2852FD8D0B7,3.19444,43,English,38 Min. gesamt,Design,Sonstiges,,2 days 15:00:00.000000000
4,Learn App Design with Photoshop 2020,https://www.udemy.com/course/learn-app-design-with-photoshop-2020/?couponCode=TRY109FREE,3.11364,22,English,37 Min. gesamt,Design,Webdesign,,2 days 01:00:00.000000000
112,Learn Mobile Design with Photoshop 2020,https://www.udemy.com/course/learn-mobile-design-with-photoshop-2020/?couponCode=TRY109FREE,3.6875,16,English,39 Min. gesamt,Design,Webdesign,,2 days 01:00:00.000000000
133,Learn Web Design with Photoshop 2020,https://www.udemy.com/course/learn-web-design-with-photoshop-2020/?couponCode=TRY109FREE,3.55556,45,English,1 total Stunde,Design,Webdesign,,2 days 01:00:00.000000000
109,How to Make Passive Income With Bitcoin Lending,https://www.udemy.com/course/how-to-make-passive-income-with-bitcoin-lending/?couponCode=MARCHFW2020,3.83871,31,English,1 total Stunde,Finanzen & Rechnungswesen,Investition & Trading,,2 days 06:00:00.000000000
137,Cinematic Color Grading With Premiere Pro 2020 For Beginners,https://www.udemy.com/course/cinematic-color-grading-with-premiere-pro-2020-for-beginners/?couponCode=FREECOURSE2020,3.38095,21,English,2 total Stunden,Fotografie,Videodesign,,2 days 19:00:00.000000000
8,Overview of Aromatherapy,https://www.udemy.com/course/overview-of-aromatherapy/?couponCode=SHIVAM2602F,4.55,30,English,1 total Stunde,Gesundheit & Fitness,Allgemeine Gesundheit,,0 days 01:00:00.000000000
134,EFT Weight Loss Emotional Eating Issues - No Diet,https://www.udemy.com/course/eft-weight-loss-emotional-eating/?couponCode=44B9ADF57155A0A3BD9D,4.08929,87,English,2 total Stunden,Gesundheit & Fitness,Allgemeine Gesundheit,,2 days 14:00:00.000000000
13,RHEL / CentOs 8 Administration with Cockpit Web Console,https://www.udemy.com/course/rhel-centos-8-administration-with-cockpit-web-console/?couponCode=FREE-LEAP-2020,4.12857,39,English,"1,5 total Stunden",IT & Software,Betriebssysteme,,0 days 20:00:00.000000000
127,Linux for Absolute Beginners!,https://www.udemy.com/course/linux-system-admin/?couponCode=E5222766E0A9A380B421,4.21204,1313,English,"7,5 total Stunden",IT & Software,Betriebssysteme,,1 days 12:00:00.000000000
51,The Theory Behind Electronics - A Beginners Guide,https://www.udemy.com/course/the-theory-behind-electronics-a-beginners-guide/?couponCode=ABEB327C34A81C5D7AA9,4.36667,225,English,"3,5 total Stunden",IT & Software,Hardware,,0 days 04:00:00.000000000
89,Microsoft Azure AZ-900 Practice Test Latest 2020 Edition,https://www.udemy.com/course/microsoft-azure-az-900-practice-test-latest-2020-edition-r/?couponCode=FREEBIESGLOBAL.COM,3.51923,27,English,246 Fragen,IT & Software,IT-Zertifizierung,,2 days 03:00:00.000000000
114,Agile Project Management 200+ Tools with Kanban Scrum Devops,https://www.udemy.com/course/agile-project-management-certification-scrumkanbandevops/?couponCode=FREE188,3.88793,109,English,"37,5 total Stunden",IT & Software,IT-Zertifizierung,,0 days 23:00:00.000000000
66,Complete Ethical Hacking Course: Beginner to Advanced,https://www.udemy.com/course/complete-ethical-hacking-course-beginner-to-advanced-v/?couponCode=DISCUDEMY.COM,3.47917,97,English,5 total Stunden,IT & Software,Netzwerk & Sicherheit,,2 days 04:00:00.000000000
79,The Complete Ethical Hacking Course!,https://www.udemy.com/course/ethical-hacking-professional/?couponCode=A5F8FB59913BEB27CC55,3.99419,875,English,"19,5 total Stunden",IT & Software,Netzwerk & Sicherheit,,1 days 12:00:00.000000000
93,Learn Cyber Security From Scratch,https://www.udemy.com/course/learn-cyber-security-from-scratch-1/?couponCode=DISCUDEMY.COM,3.59896,147,English,1 total Stunde,IT & Software,Netzwerk & Sicherheit,,0 days 02:00:00.000000000
115,Google Adwords For Newbies,https://www.udemy.com/course/ultimate-google-adwords-ads-training-for-ppc-seo-2019/?couponCode=FEB2020FREE,3.27778,43,English,1 total Stunde,Marketing,Digitales Marketing,,1 days 08:00:00.000000000
139,Viral Marketing MasterClass 2020: Epic Tricks to Go Viral,https://www.udemy.com/course/viral-marketing-masterclass-2019-epic-tricks-to-go-viral/?couponCode=777B93F6495F5EA2504E,3.5,84,English,1 total Stunde,Marketing,Digitales Marketing,,2 days 16:00:00.000000000
128,Viral Content Buzz - Killer Tactics For Blog Promotions 2020,https://www.udemy.com/course/viral-content-buzz-boost-your-blog-traffic-by-500/?couponCode=7C330166BFEE34FFF079,3.45833,283,English,37 Min. gesamt,Marketing,Growth Hacking,,1 days 23:00:00.000000000
61,Facebook Ads Marketing - Start Lead Generation Business 2019,https://www.udemy.com/course/facebook-ads-marketing-lead-generation-business-digital-marketing/?couponCode=FEB2020FREE,3.2,12,English,33 Min. gesamt,Marketing,Social-Media-Marketing,,1 days 08:00:00.000000000
82,Facebook Ads And Marketing - Lead Generation Pro - 2020,https://www.udemy.com/course/facebook-marketing-for-lead-generation-2020/?couponCode=FEB2020FREE,3.62766,60,English,1 total Stunde,Marketing,Social-Media-Marketing,,1 days 08:00:00.000000000
107,Fire Up Your Website’s Traffic: A Beginner's Guide On SEO,https://www.udemy.com/course/fire-up-your-website-traffic/?couponCode=DDC0DD84B4B17A0D3742,3.63636,45,English,36 Min. gesamt,Marketing,Suchmaschinenoptimierung,,1 days 22:00:00.000000000
39,"Start Vlogging & Youtube Channel, Edit Videos in minutes",https://www.udemy.com/course/start-vlogging-youtube-channel-marketing-videos-editing-phone/?couponCode=FEB2020FREE,3.27273,28,English,43 Min. gesamt,Marketing,Video- & Mobile-Marketing,,1 days 08:00:00.000000000
43,Create Your Own Online Branded TV Channel in 2020,https://www.udemy.com/course/fast-video-curation-create-an-online-branded-tv-channel/?couponCode=9CACA2126D843A5C60D8,3.25,119,English,1 total Stunde,Marketing,Video- & Mobile-Marketing,,1 days 23:00:00.000000000
27,8D Audio Conversion: Convert Any Music Track To 8D,https://www.udemy.com/course/8d-audio-conversion-convert-any-music-track-to-8d/?couponCode=FE72D73A25ABC1E4E941,3.29412,51,English,40 Min. gesamt,Musik,Musiksoftware,,2 days 15:00:00.000000000
28,Learn Google Drive From Beginner to Advanced,https://www.udemy.com/course/learn-google-drive-from-beginner-to-advanced/?couponCode=TRY109FREE,3.84932,190,English,1 total Stunde,Office-Produktivität,Google,,2 days 01:00:00.000000000
54,Learn Google Forms,https://www.udemy.com/course/learn-google-forms/?couponCode=TRY109FREE,3.9,55,English,1 total Stunde,Office-Produktivität,Google,,2 days 01:00:00.000000000
102,Learn Gmail,https://www.udemy.com/course/gmail-productivity/?couponCode=TRY109FREE,4.03977,122,English,1 total Stunde,Office-Produktivität,Google,,2 days 01:00:00.000000000
103,The Rise of Artificial Intelligence At Work in 2020 & Beyond,https://www.udemy.com/course/the-rise-of-artificial-intelligence-at-work-in-2019-beyond/?couponCode=73A48D9923CC7994D4C6,3.95833,87,English,"1,5 total Stunden",Programmierung,Data Science,,2 days 16:00:00.000000000
31,The Complete Python 3 Course: Beginner to Advanced!,https://www.udemy.com/course/python-complete/?couponCode=2BC14CF9D1776F25CCBC,4.21015,12543,English,18 total Stunden,Programmierung,Programmiersprachen,,1 days 12:00:00.000000000
113,Complete Python Course - Learn From Scratch,https://www.udemy.com/course/complete-python-course-learn-from-scratch/?couponCode=DISCUDEMY.COM,4.0,56,English,3 total Stunden,Programmierung,Programmiersprachen,,2 days 04:00:00.000000000
125,Complete Python Course: Zero to Hero,https://www.udemy.com/course/complete-python-course-zero-to-hero/?couponCode=DISCUDEMY.COM,3.1875,105,English,40 Min. gesamt,Programmierung,Programmiersprachen,,0 days 02:00:00.000000000
