,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring,instructor
43,Autodesk AutoCAD Civil 3D: For Engineers and Designers,https://www.udemy.com/course/autocadcivil3d2019/?couponCode=BEATCORONA,3.84,26,English,8 total Stunden,Design,Designtools,,0 days 04:00:00.000000000,{'CADCIM Technologies'}
70,Complete course in AutoCAD 2020 : 2D and 3D,https://www.udemy.com/course/autocad-2020-for-designers-a-problem-solving-approach/?couponCode=STAYSAFE,3.88983,68,English,"16,5 total Stunden",Design,Designtools,,0 days 04:00:00.000000000,{'CADCIM Technologies'}
46,Photoshop CC: 20 Common Productivity and Design Mistakes,https://www.udemy.com/course/graphic-designers-photoshop-cc/?couponCode=MARCH25PHOTOSHOP,4.10714,63,English,"1,5 total Stunden",Design,Grafikdesign,,2 days 16:00:00.000000000,"{'Scott Alex', 'Nathan Segal', 'Scott Paton'}"
85,How to Make Passive Income With Bitcoin Lending,https://www.udemy.com/course/how-to-make-passive-income-with-bitcoin-lending/?couponCode=MARCHLW2020,3.80263,45,English,1 total Stunde,Finanzen & Rechnungswesen,Investition & Trading,,2 days 07:00:00.000000000,{'Alex Rodolitz'}
6,Adobe Lightroom Masterclass - Beginner to Expert,https://www.udemy.com/course/adobe-lightroom-masterclass-beginner-to-expert/?couponCode=5968C665DF4E5504D0BF,4.27044,325,English,8 total Stunden,Fotografie,Fotografietools,,2 days 17:00:00.000000000,{'YouAccel Training'}
13,Cinematic Color Grading With Premiere Pro 2020 For Beginners,https://www.udemy.com/course/cinematic-color-grading-with-premiere-pro-2020-for-beginners/?couponCode=VIDEOSCHOOL,3.35714,29,English,2 total Stunden,Fotografie,Videodesign,,2 days 18:00:00.000000000,{'Dhabal Video School'}
28,AWS Certified Cloud Practitioner in 5 hours,https://www.udemy.com/course/aws-certified-cloud-practitioner-/?couponCode=FREECLOUD,4.5,41,English,5 total Stunden,IT & Software,IT-Zertifizierung,,0 days 07:00:00.000000000,"{'Abdelrhman Moussa', 'Ahmed Alkabary'}"
67,Python Bootcamp 2020 Build 15 working Applications and Games,https://www.udemy.com/course/python-complete-bootcamp-2019-learn-by-applying-knowledge/?couponCode=838F8BD81375CBCC0DA5,4.20109,784,English,32 total Stunden,IT & Software,Sonstiges,,2 days 23:00:00.000000000,"{'Frahaan Hussain', 'Dev Nirwal'}"
77,Build a chatbot for your business in 3 hours,https://www.udemy.com/course/build-a-chatbot-for-your-business-in-3-hours/?couponCode=JACKCHAN.HK,4.16667,14,English,1 total Stunde,IT & Software,Sonstiges,,0 days 16:00:00.000000000,"{'Jack Chan', 'Henry Tang', 'Ray Chung'}"
84,Orthogonal Array Testing,https://www.udemy.com/course/orthogonal-array-testing/?couponCode=HANDWASH,3.97727,24,English,38 Min. gesamt,IT & Software,Sonstiges,,1 days 04:00:00.000000000,{'Narayanan Palani'}
10,Facebook Dynamic Ads (Facebook Dynamic Retargeting) MASTERY,https://www.udemy.com/course/facebook-dynamic-ads/?couponCode=BETTERLIFE108,4.8,46,English,8 total Stunden,Marketing,Digitales Marketing,,1 days 02:00:00.000000000,"{'SEO, Facebook Ads & Digital Marketing Academy', 'Tomas Moravek | SEO, Facebook Ads & Facebook Marketing Expert'}"
48,SEO Training 2020 : Complete SEO Guide For Beginners,https://www.udemy.com/course/seo-training-2018-complete-seo-guide-for-beginners/?couponCode=HOLIDAYSSEO,3.46983,687,English,2 total Stunden,Marketing,Suchmaschinenoptimierung,,2 days 05:00:00.000000000,{'Dhabaleshwar Das'}
57,"Complete Video Production, Marketing, & YouTube Mastery 2020",https://www.udemy.com/course/complete-video-marketing-course/?couponCode=BETTERLIFE108,4.28947,21,English,"13,5 total Stunden",Marketing,Video- & Mobile-Marketing,,1 days 02:00:00.000000000,"{'SEO, Facebook Ads & Digital Marketing Academy', 'Tomas Moravek | SEO, Facebook Ads & Facebook Marketing Expert', 'Chaply RZBLZ | Filmmaker travelling around the world'}"
78,Life Coaching for PTSD overcome anxiety and depression CBT,https://www.udemy.com/course/life-coaching-for-ptsd-overcome-anxiety-and-depression-cbt/?couponCode=MARCH202020,3.44444,44,English,33 Min. gesamt,Persönliche Entwicklung,Sonstiges,,0 days 14:00:00.000000000,{'Crystal Hutchinson Tummala'}
3,R Programming For Absolute Beginners,https://www.udemy.com/course/r-programming-course-for-absolute-beginners/?couponCode=RFROMSTART3D,4.45604,1647,English,"9,5 total Stunden",Programmierung,Data Science,,1 days 02:00:00.000000000,{'Bogdan Anastasiei'}
22,React Native and Redux Course using hooks,https://www.udemy.com/course/react-native-and-redux-course-using-hooks/?couponCode=FREEREACTNATIVE,4.28947,64,English,13 total Stunden,Programmierung,Mobile-Apps,,0 days 21:00:00.000000000,{'Mukesh phulwani'}
16,Master C# & .NET Debugging with Visual Studio 2019,https://www.udemy.com/course/c-sharp-dot-net-debugging-with-visual-studio/?couponCode=617172EF2D9F808EAE1A,3.7,19,English,"1,5 total Stunden",Programmierung,Programmierungstools,,1 days 02:00:00.000000000,{'Badran Yahyaoui'}
19,Ask Me Anything About Unity,https://www.udemy.com/course/unity-ama/?couponCode=BETTER_THAN_TP,4.77083,210,English,14 total Stunden,Programmierung,Spieleentwicklung,,0 days 17:00:00.000000000,"{'Penny @Holistic3D.com', 'Penny de Byl'}"
14,How to Install a Free SSL Certificate using Let's Encrypt,https://www.udemy.com/course/fix-googles-new-not-secure-warning-with-lets-encrypt/?couponCode=6DF06D6BE265339B0C0D,4.34286,138,English,1 total Stunde,Programmierung,Webentwicklung,,2 days 17:00:00.000000000,{'YouAccel Training'}
38,"NGINX, Apache, SSL Encryption - Certification Course",https://www.udemy.com/course/nginx-apache-ssl-encryption-certification-course/?couponCode=1C1E3553222A0243D6CA,4.12162,94,English,"3,5 total Stunden",Programmierung,Webentwicklung,,1 days 07:00:00.000000000,{'YouAccel Training'}
44,Internet and Web Development Fundamentals,https://www.udemy.com/course/internet-and-web-development-fundamentals/?couponCode=0E7319CF725696A42516,4.30882,69,English,4 total Stunden,Programmierung,Webentwicklung,,2 days 17:00:00.000000000,{'YouAccel Training'}
56,Complete CSS3 and Bootstrap Course: Beginning to Advanced,https://www.udemy.com/course/learn-css-and-bootstrap-from-scratch/?couponCode=FREECSS3,3.84615,226,English,3 total Stunden,Programmierung,Webentwicklung,,0 days 19:00:00.000000000,{'Creative Online School'}
60,"HTML, CSS, & JavaScript - Certification Course for Beginners",https://www.udemy.com/course/html-css-javascript-certification-course-for-beginners/?couponCode=5052F1B5CBAEA3021335,4.20927,551,English,"5,5 total Stunden",Programmierung,Webentwicklung,,1 days 07:00:00.000000000,{'YouAccel Training'}
63,Learn to Host Multiple Domains on one Virtual Server,https://www.udemy.com/course/learn-to-host-multiple-domains-on-one-virtual-server/?couponCode=CA035B8B1826C9D12AD9,4.28125,88,English,1 total Stunde,Programmierung,Webentwicklung,,1 days 07:00:00.000000000,{'YouAccel Training'}
11,Master & Maker: Realiza proyectos con Arduino. De 0 a Maker!,https://www.udemy.com/course/master-maker-realiza-proyectos-con-arduino-de-0-a-maker/?couponCode=YOMEQUEDOENCASA,4.25,55,Español,"9,5 total Stunden",IT & Software,Hardware,,0 days 03:00:00.000000000,{'Alvaro Núñez'}
21,Sistema para Restaurante en Visual Basic. net y SQLserver,https://www.udemy.com/course/sistema-para-restaurante-en-visual-basic-net-y-sqlserver/?couponCode=F377D10FD4D54AD4AF6A,4.66,111,Español,14 total Stunden,IT & Software,Netzwerk & Sicherheit,,2 days 05:00:00.000000000,{'Codigo 369'}
2,✔ Curso Excel y Power BI – Análisis y Visualización de Datos,https://www.udemy.com/course/curso-tutorial-aprender-como-usar-power-bi-excel-ejercicios-practicos/?couponCode=QUEDATEENCASA,4.47253,713,Español,"11,5 total Stunden",Office-Produktivität,Microsoft,,1 days 11:00:00.000000000,"{'Javier Gomez', 'Datdata – Educación Online'}"
64,"Curso práctico de ortografía: ""Mejora tu ortografía ya""",https://www.udemy.com/course/mejora-tu-ortografia-ya/?couponCode=EE5FD3941D873CA22F25,4.03125,128,Español,3 total Stunden,Wissenschaft & Lehre,Sprache,,0 days 05:00:00.000000000,{'Andrea Herrera'}
42,BadUSB/Digispark ile Hack ve Güvenlik Yöntemleri,https://www.udemy.com/course/badusb-digispark-ile-hack-ve-guvenlik-yontemleri/?couponCode=2215F015808D68D5C85B,4.85714,19,Türkçe,"3,5 total Stunden",IT & Software,Hardware,,0 days 00:00:00.000000000,{'AHMET BIRKAN'}
39,"QGis 3 - Ücretsiz, Açık Kaynak Gis Masaüstü Yazılımı Eğitimi",https://www.udemy.com/course/qgis-3-ucretsiz-acik-kaynak-gis-masaustu-yazlimi-egitimi/?couponCode=EBCA2656F196136341DF,4.65,31,Türkçe,"2,5 total Stunden",IT & Software,Sonstiges,,0 days 05:00:00.000000000,{'Ibrahim Saricicek'}
54,Basitten İleriye Excel ++,https://www.udemy.com/course/basitten-ileriye-excel/?couponCode=7119516B6B0B5B0CDFD3,4.45,136,Türkçe,"3,5 total Stunden",Office-Produktivität,Microsoft,,1 days 08:00:00.000000000,{'Muhammet Candaş'}
59,MS Excel: Temelden Zirveye - Örneklerle Excel | 2020,https://www.udemy.com/course/ms-excel-temelden-zirveye-orneklerle-excel/?couponCode=EVDEKALTURKIYE,4.40909,134,Türkçe,21 total Stunden,Office-Produktivität,Microsoft,,1 days 07:00:00.000000000,{'Harun Altay'}
24,PostGIS Eğitimi Türkçe - Postgis in Turkish,https://www.udemy.com/course/postgis-egitimi-turkce-postgis-in-turkish/?couponCode=A3A72F6A386296EE9439,4.35,45,Türkçe,"3,5 total Stunden",Programmierung,Datenbanken,,0 days 05:00:00.000000000,{'Ibrahim Saricicek'}
25,C# Kursu: Yeni Başlayanlar için C# Programlama Dersleri,https://www.udemy.com/course/komple-uygulamali-programlama-egitimi-yeni-baslayanlar/?couponCode=IEEECBUJS,4.54741,352,Türkçe,14 total Stunden,Programmierung,Programmiersprachen,,1 days 01:00:00.000000000,{'Sadık Turan'}
69,Golang Programlama Dili : Standart Kütüphane,https://www.udemy.com/course/golang-programlama-dili-standard-library-1/?couponCode=255354AED74D221E023E,4.0,33,Türkçe,"10,5 total Stunden",Programmierung,Programmiersprachen,,2 days 06:00:00.000000000,{'Cihan Özhan'}
47,Golang Programlama Dili,https://www.udemy.com/course/go-programlama-dili/?couponCode=E1118781F9FFF1616896,4.12745,206,Türkçe,17 total Stunden,Programmierung,Softwareentwicklung,,2 days 06:00:00.000000000,{'Cihan Özhan'}
18,Golang ile Web API Programlama,https://www.udemy.com/course/golang-restful-api-programlama/?couponCode=73303F12372DD8E1A4BB,4.5,60,Türkçe,18 total Stunden,Programmierung,Webentwicklung,,2 days 06:00:00.000000000,{'Cihan Özhan'}
51,Sıfırdan İleri Seviye Modern Javascript Dersleri ES7+ | 2020,https://www.udemy.com/course/modern-javascript-kursu/?couponCode=IEEECBUJS,4.61765,413,Türkçe,"23,5 total Stunden",Programmierung,Webentwicklung,,1 days 01:00:00.000000000,{'Sadık Turan'}
72,Kısa Yoldan Matematik,https://www.udemy.com/course/kisa-yoldan-matematik-i-candas-ogretmen/?couponCode=32496447B28AC6985846,4.5,105,Türkçe,23 total Stunden,Wissenschaft & Lehre,Mathematik,,2 days 02:00:00.000000000,{'Muhammet Candaş'}
40,Создание бизнес презентации в PowerPoint с нуля,https://www.udemy.com/course/powerpoint-2016-neit-design/?couponCode=PROMO_22_3,4.71429,237,Русский,2 total Stunden,Design,Grafikdesign,,1 days 22:00:00.000000000,{'Natalia Lyashenko'}
50,الربح من ادسنس و الفيرال من الصفر للاحتراف,https://www.udemy.com/course/viral2019/?couponCode=CORONA2020,4.37234,183,العربية,2 total Stunden,Marketing,Social-Media-Marketing,,1 days 07:00:00.000000000,{'Faycel ben abess'}
71,اسرار السيو : كيف تصبح رقم #1 وتحقق ارباح كبيرة عبر الانترنت,https://www.udemy.com/course/seo-secret/?couponCode=CORONA2020,4.16,78,العربية,3 total Stunden,Marketing,Suchmaschinenoptimierung,,1 days 07:00:00.000000000,{'Faycel ben abess'}
