,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring
3,Der komplette Listenaufbau-Kurs im eMail Marketing,https://www.udemy.com/course/listenaufbau-email-marketing-und-newsletter-kurs/?couponCode=65SUPERPROMO00,3.95,50,Deutsch,"8,5 total Stunden",Marketing,Digitales Marketing,,0 days 09:00:00.000000000
80,Complete Machine Learning Bootcamp - Learn From Scratch,https://www.udemy.com/course/complete-machine-learning-bootcamp-learn-from-scratch/?couponCode=DISCUDEMY.COM,3.85,15,English,40 Min. gesamt,Business,Daten & Analyse,,2 days 15:00:00.000000000
105,Target Audience Training: Identify Your Ideal Customer,https://www.udemy.com/course/how-to-find-your-target-audience-in-less-than-30-minutes/?couponCode=65SUPERPROMO00,3.5,90,English,1 total Stunde,Business,Daten & Analyse,,0 days 10:00:00.000000000
192,Complete Data Science Masterclass: Beginner to Advance,https://www.udemy.com/course/complete-data-science-masterclass-beginner-to-advance/?couponCode=DISCUDEMY.COM,3.6,31,English,33 Min. gesamt,Business,Daten & Analyse,,2 days 16:00:00.000000000
113,Learn Deferred Taxes through Case Studies,https://www.udemy.com/course/learn-deferred-taxes-through-case-studies/?couponCode=FEBFRE,4.2,17,English,"1,5 total Stunden",Business,Finanzen,,1 days 10:00:00.000000000
222,Transformational Leadership - Leadership Course & Training,https://www.udemy.com/course/transformational-leadership-training-course/?couponCode=65SUPERPROMO00,4.0,95,English,5 total Stunden,Business,Management,,0 days 09:00:00.000000000
28,The Importance of JV Contests in Exploding Your Business,https://www.udemy.com/course/jv-leaderboard/?couponCode=65SUPERPROMO00,3.9,14,English,"1,5 total Stunden",Business,Selbstständigkeit,,0 days 10:00:00.000000000
35,How To Validate Your Idea And Succeed In Business,https://www.udemy.com/course/how-to-validate-your-idea-and-succeed-in-business/?couponCode=65SUPERPROMO00,4.25,51,English,2 total Stunden,Business,Selbstständigkeit,,0 days 09:00:00.000000000
111,Amazon FBA: Complete Guide To Start Your Own Home Business,https://www.udemy.com/course/amazon-secrets/?couponCode=65SUPERPROMO00,4.07143,735,English,"4,5 total Stunden",Business,Selbstständigkeit,,0 days 10:00:00.000000000
120,The Complete List Building Course: All Levels,https://www.udemy.com/course/list-building-secrets-copy-paste/?couponCode=65SUPERPROMO00,4.4375,497,English,"9,5 total Stunden",Business,Selbstständigkeit,,0 days 10:00:00.000000000
125,Ultimate Time Management - BEST Time Management Course,https://www.udemy.com/course/ultimate-time-management-best-time-management-course-class-training/?couponCode=65SUPERPROMO00,4.14286,226,English,"2,5 total Stunden",Business,Sonstiges,,0 days 09:00:00.000000000
219,Outstanding Customer Service - The Ultimate Guide!,https://www.udemy.com/course/outstanding-customer-service/?couponCode=65SUPERPROMO00,4.0,72,English,"2,5 total Stunden",Business,Sonstiges,,0 days 09:00:00.000000000
208,The Ultimate Guide To Building A Viral Website Like Buzzfeed,https://www.udemy.com/course/the-ultimate-guide-to-building-a-viral-website-like-buzzfeed/?couponCode=65SUPERPROMO00,4.26471,289,English,3 total Stunden,Business,Unternehmensgründung,,0 days 09:00:00.000000000
110,Ultimate Persuasion Strategies! - Influence Tools & Skills,https://www.udemy.com/course/persuasion-strategies-tools/?couponCode=65SUPERPROMO00,4.04545,78,English,"2,5 total Stunden",Business,Verkauf/Vertrieb,,0 days 10:00:00.000000000
154,Personal / Business Networking Skills For Maximum Success!,https://www.udemy.com/course/networking-networking/?couponCode=65SUPERPROMO00,4.16667,94,English,1 total Stunde,Business,Verkauf/Vertrieb,,0 days 10:00:00.000000000
189,Your Ultimate Blueprint to Sell Products Online,https://www.udemy.com/course/sell-online/?couponCode=2288814A8670F4574E6C,3.57895,113,English,1 total Stunde,Business,Verkauf/Vertrieb,,1 days 07:00:00.000000000
18,Learn Photoshop Layer Styles,https://www.udemy.com/course/learn-photoshop-layer-styles/?couponCode=TRY109FREE,3.55,10,English,33 Min. gesamt,Design,Designtools,,2 days 12:00:00.000000000
196,Learn Photo Editing with Photoshop 2020,https://www.udemy.com/course/learn-photo-editing-with-photoshop-2020/?couponCode=TRY109FREE,3.70455,24,English,"2,5 total Stunden",Design,Designtools,,2 days 12:00:00.000000000
201,Learn Basic Animate,https://www.udemy.com/course/learn-basic-animate/?couponCode=TRY109FREE,3.2,12,English,1 total Stunde,Design,Designtools,,2 days 12:00:00.000000000
21,Learn Print Design with Photoshop 2020,https://www.udemy.com/course/learn-print-design-with-photoshop-2020/?couponCode=TRY109FREE,3.13333,15,English,32 Min. gesamt,Design,Grafikdesign,,2 days 12:00:00.000000000
31,Learn Video Design with Photoshop 2020,https://www.udemy.com/course/learn-video-design-with-photoshop-2020/?couponCode=TRY109FREE,3.40741,27,English,33 Min. gesamt,Design,Grafikdesign,,2 days 12:00:00.000000000
133,Learn Graphic Design with Photoshop 2020,https://www.udemy.com/course/learn-graphic-design-with-photoshop-2020/?couponCode=TRY109FREE,3.36719,64,English,1 total Stunde,Design,Grafikdesign,,2 days 12:00:00.000000000
0,Learn Web Design with Photoshop 2020,https://www.udemy.com/course/learn-web-design-with-photoshop-2020/?couponCode=TRY109FREE,3.55556,45,English,1 total Stunde,Design,Webdesign,,2 days 12:00:00.000000000
140,Learn Mobile Design with Photoshop 2020,https://www.udemy.com/course/learn-mobile-design-with-photoshop-2020/?couponCode=TRY109FREE,3.6875,16,English,39 Min. gesamt,Design,Webdesign,,2 days 12:00:00.000000000
147,Learn App Design with Photoshop 2020,https://www.udemy.com/course/learn-app-design-with-photoshop-2020/?couponCode=TRY109FREE,3.11364,22,English,37 Min. gesamt,Design,Webdesign,,2 days 12:00:00.000000000
159,How to Make Passive Income With Bitcoin Lending,https://www.udemy.com/course/how-to-make-passive-income-with-bitcoin-lending/?couponCode=MARCHFW2020,3.83871,31,English,1 total Stunde,Finanzen & Rechnungswesen,Investition & Trading,,2 days 17:00:00.000000000
57,Overview of Aromatherapy,https://www.udemy.com/course/overview-of-aromatherapy/?couponCode=SHIVAM2602F,4.55,29,English,1 total Stunde,Gesundheit & Fitness,Allgemeine Gesundheit,,0 days 11:00:00.000000000
197,Fibromyalgia - 7 Day Challenge for Pain Free Living & Health,https://www.udemy.com/course/fibromyalgia-7-day-challenge-health/?couponCode=EB8138AB4168CC747697,4.4,84,English,3 total Stunden,Gesundheit & Fitness,Allgemeine Gesundheit,,0 days 02:00:00.000000000
17,Linux for Absolute Beginners!,https://www.udemy.com/course/linux-system-admin/?couponCode=E5222766E0A9A380B421,4.21053,1312,English,"7,5 total Stunden",IT & Software,Betriebssysteme,,1 days 22:00:00.000000000
83,RHEL / CentOs 8 Administration with Cockpit Web Console,https://www.udemy.com/course/rhel-centos-8-administration-with-cockpit-web-console/?couponCode=FREE-LEAP-2020,4.14516,31,English,"1,5 total Stunden",IT & Software,Betriebssysteme,,1 days 06:00:00.000000000
